-9.4366e+00,5.3512e-01
-9.6574e+00,-6.1557e-01
-9.3666e+00,-3.6066e+00
-8.7572e+00,-6.6145e+00
-8.2646e+00,-7.6338e+00
-7.8363e+00,-8.4526e+00
-9.3739e+00,1.2939e+00
-9.9475e+00,8.4099e-02
-9.9628e+00,-3.1213e+00
-9.3588e+00,-6.1344e+00
-8.6148e+00,-8.4127e+00
-7.8770e+00,-9.2369e+00
-8.7530e+00,2.9004e+00
-9.3136e+00,2.3569e+00
-1.0625e+01,-2.4345e+00
-1.0066e+01,-5.4954e+00
-8.5347e+00,-9.9834e+00
-7.7473e+00,-1.0523e+01
-2.4936e+00,8.7189e+00
-1.8966e+00,9.2221e+00
2.6821e+00,9.9433e+00
5.4395e+00,9.0273e+00
-8.5211e+00,-1.1315e+01
-7.5625e+00,-1.1651e+01
-8.3701e-01,9.2571e+00
4.5645e-01,9.7109e+00
3.3871e+00,9.5161e+00
6.2080e+00,8.6486e+00
8.2342e+00,7.7000e+00
9.7587e+00,7.2996e+00
-9.2748e-02,9.3144e+00
1.1247e+00,9.4882e+00
4.1057e+00,9.3537e+00
7.1166e+00,8.5633e+00
8.7437e+00,7.6827e+00
9.6666e+00,6.9139e+00
-8.3415e+00,3.3793e-01
-8.4549e+00,-9.4001e-01
-8.2201e+00,-3.2061e+00
-7.5905e+00,-6.1857e+00
-7.0077e+00,-7.4405e+00
-6.3549e+00,-8.3424e+00
-8.2424e+00,1.1735e+00
-8.5730e+00,-2.2212e-01
-8.7485e+00,-2.6344e+00
-8.1096e+00,-5.5895e+00
-7.0342e+00,-8.2583e+00
-6.5211e+00,-9.1788e+00
-7.5106e+00,3.0782e+00
-7.6048e+00,2.3520e+00
-9.6201e+00,-2.0908e+00
-8.8456e+00,-5.0401e+00
-6.8829e+00,-9.9644e+00
-6.4317e+00,-1.0607e+01
-2.6856e+00,7.4348e+00
-1.9597e+00,7.6171e+00
2.6410e+00,8.4463e+00
5.4041e+00,7.0325e+00
7.1673e+00,6.0362e+00
-6.2392e+00,-1.1698e+01
-8.1700e-01,8.0825e+00
5.9970e-01,8.2932e+00
3.3093e+00,8.2070e+00
6.1334e+00,7.3771e+00
8.0945e+00,6.2705e+00
9.4190e+00,5.5138e+00
-3.1951e-02,8.2040e+00
1.2267e+00,8.3041e+00
3.9245e+00,8.0826e+00
6.9066e+00,7.5496e+00
8.7044e+00,6.4648e+00
9.7918e+00,5.9216e+00
-7.1365e+00,-1.6683e-01
-6.9301e+00,-1.1803e+00
-6.5890e+00,-3.2385e+00
-5.3910e+00,-6.0743e+00
-4.8491e+00,-7.4628e+00
-4.0471e+00,-8.4512e+00
-6.7401e+00,8.3377e-01
-6.4999e+00,-1.0296e-01
-6.7351e+00,-2.6336e+00
-5.9740e+00,-5.5866e+00
-5.0207e+00,-8.2396e+00
-4.3764e+00,-9.1808e+00
-5.5593e+00,3.2042e+00
-5.5810e+00,2.3507e+00
-5.3098e+00,1.4905e+00
-6.4141e+00,-4.8754e+00
-5.0605e+00,-9.7807e+00
-4.7135e+00,-1.0536e+01
-2.7122e+00,5.5574e+00
-1.9635e+00,5.6187e+00
3.2669e+00,5.4426e+00
5.2785e+00,5.4032e+00
7.3920e+00,4.7495e+00
-4.4322e+00,-1.1602e+01
-7.0557e-01,6.4062e+00
6.3285e-01,6.4160e+00
3.5301e+00,6.1332e+00
6.0038e+00,5.0596e+00
8.1799e+00,4.3078e+00
9.5188e+00,4.0783e+00
8.7293e-02,6.8237e+00
1.3541e+00,6.7391e+00
3.2267e+00,6.7161e+00
6.5084e+00,4.2266e+00
8.4988e+00,3.5766e+00
9.5546e+00,3.4131e+00
-5.3546e+00,-8.5158e-01
-5.0706e+00,-1.7197e+00
-4.3292e+00,-3.8067e+00
-3.6217e+00,-5.8407e+00
-2.7807e+00,-7.5030e+00
-2.3281e+00,-8.6274e+00
-4.8591e+00,1.3244e-01
-4.6527e+00,-5.7167e-01
-4.5332e+00,-3.0875e+00
-3.0254e+00,-5.6674e+00
-2.0869e+00,-7.6146e+00
-1.6129e+00,-8.8704e+00
-3.5326e+00,2.5753e+00
-3.6225e+00,1.7866e+00
-3.6802e+00,1.0142e+00
2.5573e+00,-4.0413e+00
3.9225e+00,-5.8771e+00
4.1167e+00,-7.1473e+00
-2.1129e+00,3.7942e+00
-1.4459e+00,3.6352e+00
2.9911e+00,4.0009e+00
5.1842e+00,2.2095e+00
6.5130e+00,-3.8725e+00
6.5263e+00,-5.0449e+00
-3.9118e-01,4.6269e+00
6.6125e-01,4.4755e+00
3.6860e+00,3.8100e+00
5.9500e+00,2.5322e+00
7.8273e+00,1.2704e+00
9.0022e+00,5.4016e-01
4.3200e-01,5.1493e+00
1.4799e+00,4.8870e+00
4.2551e+00,3.4580e+00
6.6751e+00,2.4104e+00
8.1555e+00,1.8880e+00
9.1422e+00,1.4154e+00
-3.7463e+00,-1.3505e+00
-3.3960e+00,-2.2674e+00
-2.6321e+00,-3.8108e+00
-1.6072e+00,-5.5812e+00
-8.1583e-01,-7.1675e+00
-2.9911e-01,-8.2209e+00
-3.1463e+00,-3.9647e-01
-2.8494e+00,-1.1110e+00
-1.5716e+00,-3.1946e+00
-5.1924e-01,-4.9277e+00
4.9830e-01,-6.6756e+00
1.1117e+00,-7.9970e+00
-2.1133e+00,1.0784e+00
-1.8445e+00,4.1168e-01
2.2374e-01,-1.8399e+00
1.8749e+00,-3.8527e+00
3.0329e+00,-5.5389e+00
3.3051e+00,-6.8226e+00
-1.0792e+00,2.2249e+00
-4.8120e-01,1.7631e+00
2.0099e+00,-3.2739e-01
3.9017e+00,-1.8287e+00
5.4614e+00,-3.4096e+00
5.7409e+00,-4.6606e+00
1.5047e-01,3.0371e+00
9.8264e-01,2.6816e+00
3.2570e+00,1.2755e+00
5.1247e+00,1.6027e-01
6.7218e+00,-1.3770e+00
7.9024e+00,-2.0474e+00
1.0811e+00,3.4822e+00
2.0423e+00,2.9924e+00
3.8166e+00,1.9173e+00
5.9855e+00,7.1521e-01
7.4022e+00,-7.9658e-02
8.3712e+00,-6.6427e-01
-2.6925e+00,-1.7117e+00
-2.3848e+00,-2.4169e+00
-1.6575e+00,-3.9077e+00
-7.3848e-01,-5.5670e+00
-1.1039e-01,-6.8116e+00
4.1133e-01,-7.8255e+00
-2.0533e+00,-8.5574e-01
-1.6105e+00,-1.6948e+00
-7.2664e-01,-3.1752e+00
2.3444e-01,-4.8380e+00
1.0305e+00,-6.2840e+00
1.5282e+00,-7.3682e+00
-1.1678e+00,1.2372e-01
-6.4082e-01,-5.9622e-01
6.5883e-01,-2.2212e+00
1.2887e+00,-3.7566e+00
2.2344e+00,-5.6062e+00
2.5589e+00,-6.7577e+00
-2.5394e-01,1.0485e+00
4.7274e-01,4.4548e-01
2.0209e+00,-9.9223e-01
3.4604e+00,-2.2223e+00
4.6824e+00,-3.2918e+00
5.0244e+00,-4.3942e+00
6.8601e-01,1.8539e+00
1.5361e+00,1.2957e+00
3.1500e+00,2.5298e-01
4.8698e+00,-8.4987e-01
6.1523e+00,-1.8440e+00
7.2043e+00,-2.4190e+00
1.4917e+00,2.3163e+00
2.2418e+00,1.9337e+00
3.8902e+00,8.2350e-01
5.7247e+00,-2.3899e-01
6.9252e+00,-7.7929e-01
7.9023e+00,-1.3408e+00
