1.2760e-01,8.6320e-01,0.0000e+00
4.1780e-01,-1.6610e-01,0.0000e+00
4.9760e-01,-5.6200e-01,0.0000e+00
4.1780e-01,-1.6610e-01,0.0000e+00
4.6820e-01,-4.0170e-01,0.0000e+00
5.2010e-01,-7.0790e-01,0.0000e+00
2.5720e-01,4.3980e-01,-1.0000e+00
4.3790e-01,-2.7230e-01,-1.0000e+00
4.9760e-01,-5.6200e-01,0.0000e+00
1.2720e-01,8.6300e-01,0.0000e+00
4.1780e-01,-1.6610e-01,0.0000e+00
4.7300e-01,-4.3860e-01,-1.0000e+00
5.1100e-01,-6.7680e-01,-1.0000e+00
2.3440e-01,5.2070e-01,-1.0000e+00
3.9550e-01,-7.7500e-02,-1.0000e+00
4.9760e-01,-5.6200e-01,0.0000e+00
5.2450e-01,-7.6230e-01,0.0000e+00
2.2410e-01,5.5070e-01,-1.0000e+00
3.0800e-01,2.6220e-01,0.0000e+00
3.7940e-01,-2.6000e-03,0.0000e+00
4.7850e-01,-4.6170e-01,-1.0000e+00
3.6280e-01,6.1400e-02,0.0000e+00
4.6260e-01,-3.7370e-01,0.0000e+00
4.9760e-01,-5.6200e-01,0.0000e+00
5.2320e-01,-7.3090e-01,0.0000e+00
2.8160e-01,3.5120e-01,-1.0000e+00
4.0300e-01,-9.8200e-02,0.0000e+00
4.4430e-01,-2.9620e-01,-1.0000e+00
5.0900e-01,-6.4220e-01,-1.0000e+00
5.2580e-01,-7.9080e-01,0.0000e+00
2.0230e-01,6.1560e-01,-1.0000e+00
3.1820e-01,2.1990e-01,-1.0000e+00
4.6820e-01,-4.0170e-01,0.0000e+00
1.2680e-01,8.6600e-01,0.0000e+00
5.2450e-01,-7.6230e-01,0.0000e+00
3.0940e-01,2.4490e-01,-1.0000e+00
3.6240e-01,6.7600e-02,0.0000e+00
4.0320e-01,-1.1100e-01,-1.0000e+00
4.6700e-01,-4.2260e-01,-2.0000e+00
4.9760e-01,-5.6200e-01,0.0000e+00
5.1590e-01,-6.9050e-01,0.0000e+00
5.2910e-01,-8.0820e-01,0.0000e+00
1.9240e-01,6.6200e-01,-1.0000e+00
3.8820e-01,-6.1500e-02,-1.0000e+00
4.2470e-01,-2.1670e-01,-1.0000e+00
4.8280e-01,-4.9750e-01,-1.0000e+00
5.2160e-01,-7.4030e-01,-1.0000e+00
2.4560e-01,4.8490e-01,-1.0000e+00
2.9730e-01,3.0870e-01,0.0000e+00
3.3740e-01,1.4150e-01,-1.0000e+00
3.8200e-01,-1.3700e-02,0.0000e+00
4.4850e-01,-3.0120e-01,0.0000e+00
5.1100e-01,-6.7680e-01,-2.0000e+00
5.2830e-01,-7.8210e-01,0.0000e+00
1.9180e-01,6.8670e-01,0.0000e+00
2.3630e-01,5.0350e-01,-1.0000e+00
3.7190e-01,2.4800e-02,0.0000e+00
4.8910e-01,-5.0460e-01,0.0000e+00
5.0530e-01,-6.1740e-01,-1.0000e+00
5.1780e-01,-7.2230e-01,-1.0000e+00
5.2650e-01,-8.2000e-01,0.0000e+00
1.8140e-01,6.9180e-01,-1.0000e+00
3.1870e-01,2.1240e-01,-1.0000e+00
4.5020e-01,-3.3370e-01,-1.0000e+00
5.1270e-01,-6.6560e-01,0.0000e+00
5.2450e-01,-7.6230e-01,-1.0000e+00
1.8340e-01,7.0510e-01,0.0000e+00
3.5420e-01,9.5700e-02,0.0000e+00
3.6380e-01,-6.4000e-02,-2.0000e+00
4.4460e-01,-2.8710e-01,0.0000e+00
4.6820e-01,-4.0170e-01,0.0000e+00
4.8870e-01,-5.1020e-01,0.0000e+00
5.0590e-01,-6.1220e-01,0.0000e+00
5.2010e-01,-7.0790e-01,0.0000e+00
1.8390e-01,7.1510e-01,0.0000e+00
4.0340e-01,-1.2620e-01,-1.0000e+00
5.0700e-01,-6.5640e-01,-2.0000e+00
2.5880e-01,4.2230e-01,-1.0000e+00
2.9910e-01,2.8630e-01,-1.0000e+00
3.3670e-01,1.5620e-01,-1.0000e+00
3.7110e-01,3.0600e-02,0.0000e+00
3.9680e-01,-8.7800e-02,-1.0000e+00
4.2480e-01,-2.0350e-01,-1.0000e+00
4.5100e-01,-3.1250e-01,0.0000e+00
4.8830e-01,-5.1470e-01,-1.0000e+00
4.9940e-01,-6.0780e-01,-2.0000e+00
5.1510e-01,-6.9580e-01,-1.0000e+00
5.2830e-01,-7.7850e-01,0.0000e+00
1.7550e-01,7.1720e-01,-1.0000e+00
2.3200e-01,4.2790e-01,-2.0000e+00
3.2790e-01,1.8260e-01,-1.0000e+00
3.6280e-01,6.1400e-02,0.0000e+00
4.3790e-01,-2.7230e-01,-1.0000e+00
4.6260e-01,-3.7380e-01,0.0000e+00
4.7780e-01,-4.7020e-01,-1.0000e+00
4.9760e-01,-5.6200e-01,0.0000e+00
5.2320e-01,-7.3090e-01,0.0000e+00
1.7740e-01,7.2700e-01,0.0000e+00
2.1290e-01,5.8680e-01,-1.0000e+00
2.8860e-01,3.2940e-01,-1.0000e+00
4.7370e-01,-4.2850e-01,0.0000e+00
4.8790e-01,-5.1850e-01,-1.0000e+00
4.9980e-01,-6.0430e-01,-2.0000e+00
5.1670e-01,-6.8550e-01,0.0000e+00
5.2450e-01,-7.6230e-01,-1.0000e+00
1.7940e-01,7.4880e-01,0.0000e+00
3.1750e-01,2.3050e-01,0.0000e+00
3.4670e-01,1.1790e-01,-1.0000e+00
4.2480e-01,-1.9920e-01,-1.0000e+00
4.2460e-01,-2.1610e-01,-1.0000e+00
4.6450e-01,-3.8570e-01,-1.0000e+00
4.7720e-01,-4.7750e-01,-2.0000e+00
4.9760e-01,-5.6200e-01,-1.0000e+00
5.1830e-01,-7.1850e-01,-1.0000e+00
5.2580e-01,-7.9080e-01,0.0000e+00
2.0300e-01,3.1750e-01,-3.0000e+00
3.9550e-01,-6.7200e-02,0.0000e+00
4.1780e-01,-1.6610e-01,0.0000e+00
4.3820e-01,-2.6080e-01,0.0000e+00
4.8760e-01,-5.2180e-01,-2.0000e+00
5.0020e-01,-6.0120e-01,-2.0000e+00
5.1100e-01,-6.7680e-01,-2.0000e+00
5.2000e-01,-7.4850e-01,-1.0000e+00
3.3590e-01,1.6490e-01,0.0000e+00
3.8760e-01,-3.8500e-02,0.0000e+00
4.1070e-01,-1.3460e-01,0.0000e+00
4.3160e-01,-2.2740e-01,0.0000e+00
4.5080e-01,-3.1640e-01,0.0000e+00
4.8380e-01,-4.8360e-01,0.0000e+00
4.9760e-01,-5.6200e-01,-1.0000e+00
5.0980e-01,-6.3670e-01,0.0000e+00
5.2190e-01,-7.7570e-01,0.0000e+00
1.2720e-01,8.6300e-01,0.0000e+00
