1.0014e+00	1.0597e+00	2.2809e+00	2.0812e+00
1.0265e+00	1.4605e+00	1.3810e+00	2.4172e+00
2.4193e+00	1.9638e+00	2.2291e+00	1.5660e+00
1.3893e+00	1.0500e+00	1.1864e+00	2.7505e+00
8.5692e-01	1.1169e+00	2.2204e+00	2.2503e+00
1.5879e+00	1.5330e+00	9.4754e-01	3.1235e+00
9.1882e-01	8.2373e-01	1.9703e+00	2.4046e+00
1.6220e+00	1.5869e+00	1.7190e+00	1.8567e+00
1.1097e+00	1.3425e+00	3.0122e+00	1.9158e+00
1.9846e+00	1.8818e+00	2.2682e+00	1.5433e+00
1.3050e+00	1.6207e+00	1.1047e+00	2.8070e+00
1.4061e+00	1.5501e+00	1.1257e+00	2.6438e+00
1.7975e+00	1.8123e+00	1.8005e+00	1.8106e+00
1.3971e+00	1.1651e+00	1.6127e+00	1.9918e+00
1.0307e+00	1.5175e+00	2.9130e+00	1.9846e+00
1.9797e+00	2.1602e+00	1.9127e+00	1.7448e+00
8.4413e-01	1.0989e+00	2.3587e+00	2.2891e+00
8.0266e-01	1.1998e+00	1.7786e+00	2.4043e+00
2.8115e+00	2.0546e+00	1.0397e+00	2.7345e+00
1.1502e+00	1.5984e+00	2.3656e+00	1.8566e+00
1.2333e+00	9.1560e-01	1.9897e+00	2.1285e+00
1.3026e+00	6.5721e-01	1.8566e+00	2.9556e+00
9.9045e-01	1.0362e+00	2.0962e+00	2.0884e+00
2.4026e+00	1.9244e+00	2.5552e+00	1.3875e+00
9.2932e-01	1.1677e+00	1.2167e+00	2.7332e+00
1.5534e+00	2.5021e+00	2.8649e+00	1.4974e+00
2.5999e+00	2.3966e+00	1.1840e+00	2.4052e+00
1.7323e+00	1.3767e+00	2.3662e+00	1.6907e+00
2.4916e+00	2.2165e+00	1.9311e+00	1.7198e+00
1.8415e+00	1.5565e+00	2.5068e+00	1.5643e+00
1.3922e+00	1.1972e+00	1.9535e+00	1.8491e+00
2.3814e+00	1.8653e+00	1.0779e+00	2.7183e+00
1.7585e+00	1.8918e+00	2.3605e+00	1.5349e+00
6.6155e-01	1.9089e+00	2.0643e+00	2.9090e+00
1.2198e+00	1.3895e+00	2.2089e+00	1.8074e+00
1.6551e+00	1.5277e+00	1.2817e+00	2.3172e+00
1.6245e+00	1.1782e+00	2.8811e+00	1.8040e+00
2.3804e+00	2.5159e+00	2.1837e+00	1.4923e+00
1.1380e+00	1.0523e+00	1.4331e+00	2.1616e+00
1.3188e+00	1.0817e+00	1.3798e+00	2.2438e+00
9.0420e-01	1.2375e+00	1.8388e+00	2.1636e+00
2.0039e+00	1.7180e+00	2.6960e+00	1.4254e+00
1.7747e+00	1.4002e+00	3.0243e+00	1.5751e+00
2.5609e+00	2.1941e+00	1.0802e+00	2.5849e+00
2.1298e+00	2.2334e+00	1.8824e+00	1.7560e+00
1.1175e+00	1.6359e+00	2.2058e+00	1.9141e+00
1.1138e+00	9.5311e-01	1.3624e+00	2.3588e+00
2.4712e+00	2.8642e+00	2.0819e+00	1.5447e+00
2.1958e+00	2.0697e+00	2.6998e+00	1.2652e+00
1.3450e+00	1.0866e+00	1.7798e+00	1.9632e+00
2.1619e+00	1.5824e+00	2.5995e+00	1.5379e+00
2.2335e+00	1.9463e+00	2.4645e+00	1.4236e+00
1.2533e+00	1.3281e+00	1.1499e+00	2.6001e+00
1.3336e+00	9.8933e-01	2.5642e+00	2.0392e+00
1.6495e+00	1.6708e+00	1.6370e+00	1.9184e+00
1.2296e+00	1.1129e+00	2.6853e+00	1.9382e+00
2.0649e+00	2.1772e+00	2.5891e+00	1.3268e+00
2.6863e+00	2.2749e+00	1.1519e+00	2.4777e+00
2.2537e+00	2.7274e+00	2.2772e+00	1.4540e+00
7.6957e-01	1.2620e+00	2.5064e+00	2.4489e+00
1.9114e+00	2.0262e+00	1.8701e+00	1.7708e+00
1.5483e+00	1.3774e+00	9.5067e-01	3.2217e+00
2.0208e+00	1.1456e+00	2.9007e+00	1.8539e+00
2.1864e+00	2.1252e+00	2.1730e+00	1.5533e+00
1.0397e+00	9.0371e-01	2.1042e+00	2.1896e+00
1.8923e+00	1.8844e+00	2.7370e+00	1.3683e+00
2.3184e+00	2.8470e+00	2.2216e+00	1.4794e+00
1.3854e+00	9.4522e-01	1.7327e+00	2.1708e+00
1.2005e+00	1.9958e+00	2.6857e+00	1.8204e+00
1.8294e+00	1.8755e+00	2.6651e+00	1.4118e+00
1.9688e+00	2.5675e+00	2.2458e+00	1.5737e+00
1.0304e+00	1.3564e+00	1.7922e+00	2.0188e+00
1.9861e+00	1.0549e+00	3.0282e+00	1.9549e+00
1.2734e+00	1.0044e+00	2.1593e+00	2.0038e+00
1.3340e+00	1.1818e+00	1.1810e+00	2.5579e+00
1.8741e+00	1.9617e+00	9.5952e-01	2.8893e+00
1.8941e+00	2.4992e+00	2.3274e+00	1.5441e+00
1.6484e+00	1.7894e+00	2.0961e+00	1.6655e+00
7.8208e-01	1.0950e+00	1.8564e+00	2.4373e+00
1.4183e+00	7.0642e-01	2.5536e+00	2.6244e+00
2.0529e+00	1.6834e+00	9.1887e-01	3.0950e+00
1.2104e+00	1.6358e+00	1.1148e+00	2.9109e+00
1.0225e+00	7.4194e-01	1.5935e+00	2.6940e+00
9.5076e-01	1.2467e+00	1.6952e+00	2.1263e+00
2.6424e+00	2.6590e+00	2.1112e+00	1.4944e+00
1.4219e+00	7.6220e-01	1.5633e+00	2.8292e+00
2.3942e+00	1.5141e+00	2.8851e+00	1.5131e+00
2.3441e+00	2.3972e+00	2.1251e+00	1.5497e+00
7.3792e-01	1.4401e+00	2.5955e+00	2.5350e+00
1.0151e+00	1.4189e+00	2.6571e+00	2.0041e+00
2.2820e+00	2.1635e+00	2.0506e+00	1.6295e+00
1.6243e+00	1.2718e+00	2.1948e+00	1.7800e+00
1.9062e+00	1.9808e+00	1.8344e+00	1.7930e+00
2.2634e+00	2.0714e+00	2.2899e+00	1.4874e+00
1.2842e+00	1.5061e+00	1.4919e+00	2.0625e+00
1.9141e+00	1.5500e+00	2.9363e+00	1.4641e+00
2.0748e+00	1.7856e+00	2.9524e+00	1.2962e+00
1.3707e+00	1.7528e+00	1.9595e+00	1.8142e+00
1.4407e+00	1.4307e+00	1.5725e+00	1.9517e+00
1.2493e+00	1.3834e+00	2.5599e+00	1.7835e+00
1.5987e+00	2.0536e+00	2.1167e+00	1.7089e+00
2.0936e+00	2.2135e+00	8.9023e-01	2.9069e+00
1.1058e+00	1.4652e+00	2.8124e+00	1.8952e+00
1.3031e+00	1.2045e+00	1.7224e+00	1.9045e+00
2.0958e+00	1.9941e+00	2.0459e+00	1.6499e+00
1.6205e+00	1.2847e+00	1.9980e+00	1.8170e+00
1.1756e+00	1.6112e+00	2.5518e+00	1.8208e+00
1.0080e+00	1.2754e+00	1.4620e+00	2.2096e+00
7.0412e-01	1.0105e+00	1.8839e+00	2.7244e+00
1.7089e+00	2.2640e+00	2.7139e+00	1.4217e+00
1.4036e+00	1.2489e+00	1.4299e+00	2.1056e+00
2.7490e+00	2.5205e+00	1.9747e+00	1.6263e+00
1.2716e+00	6.5507e-01	1.8020e+00	2.9953e+00
1.3212e+00	1.8659e+00	2.5624e+00	1.7072e+00
