# {'N': 4, 'y': [14, 15], 'f': [0, 3], 'M': 4, 'mu_': [13, 13], 'f_': [4, 7], 'n': 1132, 'mu': [12, 12], 'y_': [16, 17], 'x': [8, 11]}
697,0.885,0.106,0.669,0.647,0.904,0.107,0.687,0.422,0.885,0.106,0.669,0.647,0.283,0.355,30.082,28.371,0.728,0.633
261,0.129,0.896,0.688,0.626,0.132,0.903,0.706,0.398,0.129,0.896,0.688,0.626,0.281,0.364,-50.626,22.321,0.118,0.594
972,0.157,0.871,0.031,0.749,0.160,0.877,0.031,0.542,0.157,0.871,0.031,0.749,0.280,0.331,-42.734,-8.849,0.178,0.392
915,0.912,0.939,0.709,0.350,0.932,0.946,0.728,0.075,0.912,0.939,0.709,0.350,0.279,0.320,-4.869,82.804,0.464,0.987
703,0.844,0.309,0.001,0.780,0.862,0.311,0.001,0.579,0.844,0.309,0.001,0.780,0.278,0.323,62.157,25.490,0.970,0.615
1030,0.892,0.894,0.613,0.389,0.911,0.901,0.629,0.121,0.892,0.894,0.613,0.389,0.274,0.347,-6.430,81.102,0.452,0.976
1046,0.073,0.948,0.019,0.772,0.075,0.955,0.019,0.570,0.073,0.948,0.019,0.772,0.274,0.292,-41.979,-7.330,0.184,0.402
283,0.887,0.805,0.812,0.425,0.906,0.811,0.834,0.162,0.887,0.805,0.812,0.425,0.268,0.360,-1.901,81.074,0.486,0.976
792,0.925,0.944,0.775,0.325,0.945,0.951,0.795,0.046,0.925,0.944,0.775,0.325,0.266,0.294,-3.534,83.448,0.474,0.991
986,0.129,0.020,0.709,0.896,0.132,0.020,0.727,0.714,0.129,0.020,0.709,0.896,0.266,0.376,26.483,-46.523,0.700,0.147
1037,0.809,0.857,0.080,0.638,0.826,0.864,0.082,0.412,0.809,0.857,0.080,0.638,0.265,0.339,-20.047,65.905,0.349,0.877
124,0.016,0.938,0.893,0.565,0.016,0.945,0.917,0.327,0.016,0.938,0.893,0.565,0.263,0.283,-48.450,27.796,0.135,0.630
533,0.845,0.867,0.106,0.539,0.863,0.874,0.109,0.296,0.845,0.867,0.106,0.539,0.262,0.343,-22.575,67.408,0.330,0.887
183,0.162,0.899,0.801,0.548,0.166,0.906,0.822,0.307,0.162,0.899,0.801,0.548,0.259,0.349,-52.214,26.898,0.106,0.624
246,0.001,0.014,0.624,0.947,0.001,0.014,0.641,0.774,0.001,0.014,0.624,0.947,0.258,0.334,13.188,-52.381,0.600,0.109
520,0.134,0.878,0.669,0.655,0.136,0.885,0.686,0.433,0.134,0.878,0.669,0.655,0.254,0.339,-50.120,21.373,0.122,0.588
147,0.800,0.852,0.852,0.478,0.817,0.859,0.874,0.224,0.800,0.852,0.852,0.478,0.253,0.390,-0.035,80.196,0.500,0.970
363,0.853,0.118,0.056,0.779,0.872,0.118,0.057,0.577,0.853,0.118,0.056,0.779,0.250,0.307,58.357,21.031,0.941,0.586
663,0.806,0.011,0.713,0.765,0.823,0.011,0.731,0.561,0.806,0.011,0.713,0.765,0.249,0.307,26.094,26.165,0.698,0.619
317,0.809,0.029,0.080,0.874,0.827,0.029,0.082,0.689,0.809,0.029,0.080,0.874,0.245,0.306,55.415,21.020,0.919,0.586
242,0.007,0.280,0.829,0.810,0.007,0.282,0.851,0.614,0.007,0.280,0.829,0.810,0.242,0.287,33.911,-56.652,0.757,0.081
1024,0.804,0.140,0.004,0.890,0.822,0.141,0.004,0.707,0.804,0.140,0.004,0.890,0.242,0.295,56.591,23.367,0.928,0.601
839,0.044,0.849,0.815,0.602,0.045,0.856,0.837,0.369,0.044,0.849,0.815,0.602,0.231,0.285,-46.754,25.880,0.148,0.617
927,0.196,0.874,0.808,0.565,0.200,0.881,0.829,0.327,0.196,0.874,0.808,0.565,0.231,0.339,-53.711,26.916,0.095,0.624
33,0.079,0.824,0.739,0.707,0.081,0.830,0.758,0.493,0.079,0.824,0.739,0.707,0.227,0.303,-45.618,22.367,0.156,0.594
797,0.898,0.050,0.864,0.529,0.917,0.050,0.886,0.284,0.898,0.050,0.864,0.529,0.216,0.249,20.331,31.554,0.654,0.654
576,0.152,0.909,0.792,0.552,0.155,0.916,0.812,0.312,0.152,0.909,0.792,0.552,0.213,0.280,-51.712,26.562,0.110,0.622
469,0.850,0.404,0.017,0.754,0.869,0.407,0.017,0.548,0.850,0.404,0.017,0.754,0.205,0.241,62.789,27.674,0.975,0.629
319,0.278,0.844,0.024,0.786,0.284,0.850,0.024,0.586,0.278,0.844,0.024,0.786,0.202,0.245,-45.682,-13.379,0.156,0.362
1087,0.221,0.903,0.656,0.644,0.226,0.910,0.673,0.419,0.221,0.903,0.656,0.644,0.202,0.295,-52.861,21.572,0.101,0.589
60,0.803,0.095,0.765,0.738,0.821,0.096,0.785,0.529,0.803,0.095,0.765,0.738,0.201,0.277,25.131,26.693,0.690,0.622
347,0.075,0.833,0.690,0.722,0.077,0.839,0.708,0.510,0.075,0.833,0.690,0.722,0.196,0.257,-46.504,18.905,0.149,0.572
1093,0.796,0.126,0.011,0.909,0.813,0.126,0.011,0.730,0.796,0.126,0.011,0.909,0.196,0.245,56.103,23.262,0.924,0.600
49,0.861,0.793,0.774,0.509,0.879,0.799,0.794,0.261,0.861,0.793,0.774,0.509,0.195,0.315,-1.704,79.090,0.488,0.963
383,0.092,0.804,0.123,0.892,0.094,0.810,0.126,0.709,0.092,0.804,0.123,0.892,0.194,0.271,-39.292,-10.841,0.204,0.379
281,0.860,0.944,0.725,0.392,0.879,0.951,0.744,0.124,0.860,0.944,0.725,0.392,0.190,0.230,-4.388,82.233,0.467,0.983
893,0.060,0.792,0.034,0.915,0.061,0.798,0.035,0.737,0.060,0.792,0.034,0.915,0.190,0.249,-38.267,-10.953,0.212,0.378
2,0.923,0.070,0.738,0.593,0.943,0.071,0.757,0.360,0.923,0.070,0.738,0.593,0.189,0.216,23.097,30.685,0.675,0.648
77,0.260,0.044,0.805,0.825,0.266,0.044,0.826,0.631,0.260,0.044,0.805,0.825,0.189,0.241,30.900,-41.070,0.734,0.182
350,0.882,0.082,0.140,0.736,0.901,0.082,0.144,0.527,0.882,0.082,0.140,0.736,0.189,0.231,58.701,18.912,0.944,0.572
881,0.889,0.141,0.846,0.538,0.908,0.142,0.868,0.295,0.889,0.141,0.846,0.538,0.189,0.246,20.523,33.414,0.655,0.666
970,0.402,0.029,0.794,0.808,0.411,0.029,0.814,0.611,0.402,0.029,0.794,0.808,0.187,0.238,34.913,-35.807,0.764,0.217
612,0.075,0.930,0.656,0.661,0.076,0.937,0.673,0.440,0.075,0.930,0.656,0.661,0.183,0.213,-49.571,20.051,0.126,0.579
951,0.082,0.854,0.630,0.718,0.083,0.860,0.647,0.505,0.082,0.854,0.630,0.718,0.183,0.235,-47.330,17.592,0.143,0.563
625,0.095,0.129,0.779,0.850,0.097,0.130,0.799,0.661,0.095,0.129,0.779,0.850,0.177,0.252,29.237,-50.428,0.721,0.122
707,0.085,0.855,0.624,0.719,0.087,0.862,0.640,0.507,0.085,0.855,0.624,0.719,0.174,0.224,-47.358,17.235,0.143,0.561
312,0.874,0.864,0.230,0.500,0.893,0.870,0.236,0.250,0.874,0.864,0.230,0.500,0.172,0.261,-20.423,71.327,0.346,0.912
244,0.824,0.954,0.832,0.435,0.842,0.961,0.853,0.175,0.824,0.954,0.832,0.435,0.171,0.217,0.544,81.547,0.505,0.979
878,0.809,0.164,0.044,0.879,0.827,0.165,0.045,0.695,0.809,0.164,0.044,0.879,0.171,0.219,57.229,23.610,0.933,0.602
179,0.049,0.803,0.199,0.898,0.050,0.809,0.204,0.717,0.049,0.803,0.199,0.898,0.169,0.223,-36.611,-2.348,0.224,0.434
259,0.890,0.021,0.603,0.680,0.909,0.021,0.618,0.462,0.890,0.021,0.603,0.680,0.165,0.185,31.375,26.587,0.737,0.622
523,0.188,0.876,0.887,0.557,0.192,0.883,0.910,0.317,0.188,0.876,0.887,0.557,0.163,0.227,-53.252,28.678,0.099,0.635
741,0.900,0.337,0.816,0.518,0.919,0.340,0.837,0.272,0.900,0.337,0.816,0.518,0.163,0.252,22.313,40.931,0.669,0.715
42,0.922,0.002,0.619,0.671,0.942,0.002,0.635,0.451,0.922,0.002,0.619,0.671,0.157,0.167,30.671,26.575,0.732,0.622
1068,0.360,0.013,0.732,0.852,0.368,0.013,0.751,0.663,0.360,0.013,0.732,0.852,0.154,0.209,33.743,-33.385,0.755,0.232
36,0.061,0.114,0.755,0.864,0.062,0.114,0.775,0.676,0.061,0.114,0.755,0.864,0.153,0.214,28.599,-49.610,0.716,0.127
159,0.941,0.809,0.773,0.466,0.961,0.815,0.793,0.210,0.941,0.809,0.773,0.466,0.153,0.204,-2.323,80.384,0.483,0.971
589,0.177,0.042,0.762,0.859,0.181,0.042,0.781,0.671,0.177,0.042,0.762,0.859,0.153,0.207,27.760,-45.153,0.710,0.156
1008,0.379,0.013,0.034,0.979,0.387,0.013,0.035,0.812,0.379,0.013,0.034,0.979,0.151,0.188,-18.678,-54.384,0.360,0.096
432,0.201,0.017,0.684,0.913,0.205,0.017,0.702,0.734,0.201,0.017,0.684,0.913,0.149,0.208,14.737,-46.974,0.612,0.144
566,0.016,0.799,0.239,0.908,0.016,0.805,0.245,0.728,0.016,0.799,0.239,0.908,0.149,0.189,-36.901,-1.641,0.222,0.438
130,0.888,0.441,0.695,0.599,0.907,0.444,0.714,0.367,0.888,0.441,0.695,0.599,0.148,0.274,29.223,44.415,0.721,0.738
791,0.837,0.800,0.848,0.509,0.856,0.806,0.870,0.261,0.837,0.800,0.848,0.509,0.148,0.244,-0.726,79.633,0.495,0.966
992,0.925,0.928,0.665,0.374,0.945,0.935,0.683,0.103,0.925,0.928,0.665,0.374,0.148,0.175,-5.750,82.189,0.457,0.983
175,0.832,0.798,0.764,0.563,0.850,0.804,0.784,0.324,0.832,0.798,0.764,0.563,0.147,0.279,-1.305,77.228,0.491,0.951
98,0.176,0.819,0.092,0.856,0.180,0.825,0.094,0.668,0.176,0.819,0.092,0.856,0.146,0.199,-41.651,-12.042,0.186,0.371
810,0.005,0.435,0.844,0.791,0.005,0.438,0.866,0.591,0.005,0.435,0.844,0.791,0.146,0.170,31.780,-64.213,0.740,0.032
1067,0.329,0.905,0.752,0.556,0.336,0.912,0.772,0.316,0.329,0.905,0.752,0.556,0.145,0.243,-59.058,24.491,0.055,0.608
99,0.848,0.172,0.883,0.605,0.866,0.173,0.906,0.373,0.848,0.172,0.883,0.605,0.144,0.197,19.732,34.603,0.650,0.674
959,0.391,0.061,0.805,0.804,0.400,0.062,0.826,0.607,0.391,0.061,0.805,0.804,0.144,0.188,34.148,-36.179,0.758,0.214
814,0.899,0.316,0.032,0.704,0.919,0.318,0.032,0.489,0.899,0.316,0.032,0.704,0.143,0.161,63.666,25.647,0.981,0.616
543,0.783,0.894,0.716,0.533,0.800,0.901,0.734,0.289,0.783,0.894,0.716,0.533,0.142,0.232,-2.877,77.205,0.479,0.951
781,0.065,0.838,0.126,0.811,0.066,0.845,0.129,0.614,0.065,0.838,0.126,0.811,0.142,0.182,-39.971,-8.715,0.199,0.393
897,0.246,0.064,0.774,0.846,0.251,0.065,0.794,0.656,0.246,0.064,0.774,0.846,0.142,0.194,30.145,-41.384,0.728,0.180
514,0.363,0.902,0.716,0.577,0.370,0.909,0.735,0.341,0.363,0.902,0.716,0.577,0.141,0.247,-59.713,23.277,0.050,0.600
721,0.343,0.085,0.796,0.816,0.350,0.085,0.817,0.621,0.343,0.085,0.796,0.816,0.140,0.191,32.633,-36.475,0.747,0.212
173,0.001,0.284,0.868,0.806,0.001,0.286,0.891,0.609,0.001,0.284,0.868,0.806,0.139,0.156,34.646,-56.784,0.762,0.080
181,0.017,0.433,0.771,0.823,0.017,0.436,0.791,0.629,0.017,0.433,0.771,0.823,0.139,0.180,30.412,-64.801,0.730,0.028
1086,0.867,0.325,0.056,0.734,0.886,0.327,0.057,0.525,0.867,0.325,0.056,0.734,0.139,0.168,63.078,26.361,0.977,0.620
135,0.381,0.097,0.772,0.826,0.389,0.097,0.792,0.632,0.381,0.097,0.772,0.826,0.138,0.198,32.958,-35.386,0.749,0.219
308,0.910,0.306,0.714,0.589,0.930,0.308,0.732,0.355,0.910,0.306,0.714,0.589,0.138,0.223,26.391,43.275,0.700,0.730
710,0.898,0.114,0.848,0.532,0.918,0.115,0.870,0.288,0.898,0.114,0.848,0.532,0.138,0.171,20.361,32.713,0.654,0.662
845,0.173,0.793,0.759,0.768,0.177,0.799,0.779,0.565,0.173,0.793,0.759,0.768,0.138,0.222,-44.225,20.830,0.167,0.584
1123,0.794,0.884,0.670,0.548,0.812,0.891,0.687,0.307,0.794,0.884,0.670,0.548,0.138,0.236,-3.562,76.836,0.474,0.948
849,0.869,0.322,0.052,0.732,0.888,0.324,0.053,0.522,0.869,0.322,0.052,0.732,0.137,0.164,63.070,26.047,0.977,0.618
483,0.036,0.870,0.121,0.748,0.037,0.877,0.124,0.541,0.036,0.870,0.121,0.748,0.136,0.162,-40.353,-7.083,0.196,0.403
20,0.808,0.112,0.865,0.690,0.826,0.112,0.888,0.473,0.808,0.112,0.865,0.690,0.135,0.174,22.682,26.821,0.672,0.623
488,0.292,0.907,0.797,0.535,0.299,0.914,0.818,0.292,0.292,0.907,0.797,0.535,0.135,0.217,-58.738,26.031,0.057,0.618
382,0.784,0.144,0.005,0.936,0.802,0.145,0.005,0.761,0.784,0.144,0.005,0.936,0.134,0.168,56.093,23.970,0.924,0.605
111,0.914,0.936,0.667,0.376,0.934,0.943,0.684,0.105,0.914,0.936,0.667,0.376,0.133,0.159,-5.465,81.846,0.459,0.981
413,0.827,0.205,0.687,0.738,0.845,0.207,0.704,0.530,0.827,0.205,0.687,0.738,0.133,0.208,29.138,31.791,0.721,0.656
624,0.327,0.875,0.698,0.618,0.334,0.882,0.716,0.388,0.327,0.875,0.698,0.618,0.133,0.243,-59.177,22.537,0.054,0.595
635,0.313,0.897,0.767,0.551,0.320,0.904,0.787,0.310,0.313,0.897,0.767,0.551,0.133,0.224,-58.711,25.111,0.057,0.612
799,0.021,0.782,0.649,0.866,0.022,0.788,0.666,0.680,0.021,0.782,0.649,0.866,0.133,0.173,-43.743,11.231,0.170,0.522
401,0.039,0.776,0.681,0.860,0.040,0.782,0.698,0.672,0.039,0.776,0.681,0.860,0.130,0.175,-44.102,11.625,0.168,0.525
473,0.842,0.321,0.819,0.601,0.860,0.324,0.841,0.369,0.842,0.321,0.819,0.601,0.130,0.242,23.432,39.753,0.677,0.707
669,0.426,0.083,0.774,0.824,0.435,0.083,0.794,0.630,0.426,0.083,0.774,0.824,0.129,0.181,34.358,-34.993,0.760,0.222
761,0.091,0.023,0.591,0.971,0.092,0.023,0.607,0.802,0.091,0.023,0.591,0.971,0.129,0.166,11.749,-51.792,0.589,0.113
946,0.843,0.317,0.820,0.599,0.861,0.320,0.842,0.366,0.843,0.317,0.820,0.599,0.129,0.239,23.305,39.643,0.677,0.707
398,0.926,0.847,0.137,0.516,0.947,0.853,0.140,0.269,0.926,0.847,0.137,0.516,0.128,0.159,-21.714,68.884,0.337,0.897
445,0.061,0.820,0.833,0.662,0.063,0.826,0.854,0.440,0.061,0.820,0.833,0.662,0.128,0.162,-45.189,25.274,0.159,0.613
46,0.323,0.863,0.015,0.740,0.330,0.870,0.016,0.532,0.323,0.863,0.015,0.740,0.127,0.149,-47.899,-14.181,0.139,0.357
86,0.079,0.787,0.815,0.749,0.081,0.793,0.836,0.542,0.079,0.787,0.815,0.749,0.127,0.168,-43.717,23.462,0.170,0.602
297,0.792,0.066,0.114,0.919,0.809,0.067,0.116,0.741,0.792,0.066,0.114,0.919,0.127,0.172,54.104,21.557,0.909,0.589
415,0.384,0.077,0.758,0.834,0.392,0.077,0.777,0.642,0.384,0.077,0.758,0.834,0.127,0.182,33.408,-34.793,0.753,0.223
683,0.827,0.058,0.873,0.645,0.845,0.058,0.896,0.420,0.827,0.058,0.873,0.645,0.127,0.152,22.202,27.486,0.668,0.628
725,0.266,0.887,0.839,0.532,0.272,0.894,0.861,0.288,0.266,0.887,0.839,0.532,0.127,0.203,-58.599,27.064,0.058,0.625
610,0.202,0.858,0.834,0.580,0.207,0.865,0.856,0.345,0.202,0.858,0.834,0.580,0.126,0.192,-54.296,27.616,0.091,0.628
709,0.788,0.845,0.723,0.589,0.805,0.852,0.741,0.354,0.788,0.845,0.723,0.589,0.126,0.252,-2.208,76.214,0.484,0.944
472,0.282,0.007,0.585,0.964,0.288,0.007,0.600,0.793,0.282,0.007,0.585,0.964,0.125,0.159,12.210,-45.195,0.593,0.156
574,0.118,0.838,0.100,0.813,0.120,0.844,0.103,0.617,0.118,0.838,0.100,0.813,0.125,0.169,-40.570,-9.632,0.194,0.387
965,0.931,0.081,0.838,0.550,0.952,0.082,0.860,0.309,0.931,0.081,0.838,0.550,0.124,0.142,21.001,32.003,0.659,0.657
988,0.264,0.801,0.056,0.890,0.270,0.807,0.058,0.707,0.264,0.801,0.056,0.890,0.124,0.166,-42.590,-14.399,0.179,0.356
636,0.865,0.180,0.822,0.574,0.884,0.181,0.844,0.337,0.865,0.180,0.822,0.574,0.122,0.174,20.761,34.715,0.657,0.675
1019,0.871,0.318,0.685,0.634,0.890,0.320,0.703,0.408,0.871,0.318,0.685,0.634,0.122,0.215,27.053,42.741,0.705,0.727
178,0.893,0.856,0.540,0.472,0.913,0.862,0.554,0.217,0.893,0.856,0.540,0.472,0.121,0.174,-8.285,78.252,0.438,0.957
218,0.901,0.416,0.628,0.636,0.921,0.419,0.645,0.409,0.901,0.416,0.628,0.636,0.121,0.237,30.055,43.373,0.727,0.731
489,0.888,0.257,0.840,0.533,0.907,0.258,0.861,0.289,0.888,0.257,0.840,0.533,0.121,0.186,21.289,38.572,0.661,0.700
528,0.087,0.790,0.807,0.745,0.089,0.796,0.828,0.538,0.087,0.790,0.807,0.745,0.121,0.163,-44.102,23.172,0.168,0.600
29,0.281,0.883,0.009,0.721,0.287,0.890,0.009,0.509,0.281,0.883,0.009,0.721,0.120,0.136,-47.317,-13.387,0.143,0.362
782,0.025,0.814,0.319,0.875,0.025,0.821,0.327,0.689,0.025,0.814,0.319,0.875,0.120,0.150,-37.778,-0.062,0.215,0.449
1127,0.943,0.038,0.693,0.657,0.963,0.038,0.711,0.435,0.943,0.038,0.693,0.657,0.120,0.130,24.566,30.098,0.686,0.645
388,0.822,0.806,0.735,0.589,0.839,0.812,0.754,0.355,0.822,0.806,0.735,0.589,0.119,0.245,-1.526,76.403,0.489,0.945
105,0.870,0.363,0.738,0.589,0.889,0.365,0.757,0.355,0.870,0.363,0.738,0.589,0.118,0.221,25.447,42.570,0.693,0.726
552,0.322,0.078,0.807,0.815,0.329,0.079,0.828,0.619,0.322,0.078,0.807,0.815,0.117,0.156,32.192,-37.539,0.744,0.205
569,0.033,0.930,0.162,0.739,0.033,0.937,0.166,0.531,0.033,0.930,0.162,0.739,0.117,0.130,-40.349,-5.899,0.196,0.411
695,0.048,0.880,0.589,0.697,0.049,0.887,0.605,0.482,0.048,0.880,0.589,0.697,0.117,0.140,-48.264,17.075,0.136,0.560
