# {'n':1132, 'M':4, 'N':4, 'f':[0,3], 'f_':[4,7], 'x':[8,11]}
65,0.913,0.174,0.593,0.687,0.933,0.175,0.608,0.469,0.913,0.174,0.593,0.687
66,0.287,0.819,0.295,0.856,0.293,0.825,0.303,0.667,0.287,0.819,0.295,0.856
67,0.830,0.454,0.532,0.795,0.848,0.457,0.546,0.596,0.830,0.454,0.532,0.795
68,0.762,0.379,0.471,0.961,0.779,0.382,0.484,0.790,0.762,0.379,0.471,0.961
69,0.830,0.179,0.735,0.697,0.848,0.180,0.754,0.481,0.830,0.179,0.735,0.697
70,0.018,0.443,0.649,0.912,0.019,0.446,0.666,0.733,0.018,0.443,0.649,0.912
71,0.072,0.037,0.570,0.981,0.074,0.037,0.584,0.814,0.072,0.037,0.570,0.981
72,0.134,0.795,0.835,0.724,0.137,0.801,0.857,0.513,0.134,0.795,0.835,0.724
73,0.126,0.891,0.014,0.726,0.129,0.898,0.014,0.515,0.126,0.891,0.014,0.726
74,0.411,0.765,0.160,0.953,0.420,0.771,0.164,0.781,0.411,0.765,0.160,0.953
75,0.041,0.172,0.866,0.820,0.042,0.173,0.889,0.625,0.041,0.172,0.866,0.820
76,0.428,0.784,0.521,0.902,0.437,0.790,0.535,0.722,0.428,0.784,0.521,0.902
77,0.260,0.044,0.805,0.825,0.266,0.044,0.826,0.631,0.260,0.044,0.805,0.825
78,0.247,0.833,0.504,0.813,0.253,0.840,0.517,0.617,0.247,0.833,0.504,0.813
79,0.358,0.231,0.861,0.794,0.366,0.232,0.883,0.595,0.358,0.231,0.861,0.794
80,0.038,0.220,0.564,0.983,0.039,0.222,0.579,0.817,0.038,0.220,0.564,0.983
81,0.431,0.789,0.013,0.898,0.441,0.795,0.014,0.717,0.431,0.789,0.013,0.898
82,0.788,0.331,0.315,0.921,0.805,0.334,0.323,0.744,0.788,0.331,0.315,0.921
83,0.300,0.332,0.131,0.981,0.307,0.335,0.135,0.814,0.300,0.332,0.131,0.981
84,0.146,0.226,0.771,0.853,0.150,0.227,0.791,0.665,0.146,0.226,0.771,0.853
85,0.889,0.440,0.617,0.651,0.908,0.443,0.633,0.428,0.889,0.440,0.617,0.651
86,0.079,0.787,0.815,0.749,0.081,0.793,0.836,0.542,0.079,0.787,0.815,0.749
87,0.457,0.775,0.890,0.752,0.467,0.781,0.913,0.545,0.457,0.775,0.890,0.752
88,0.130,0.330,0.858,0.802,0.133,0.332,0.880,0.605,0.130,0.330,0.858,0.802
89,0.391,0.106,0.640,0.919,0.400,0.107,0.657,0.741,0.391,0.106,0.640,0.919
90,0.781,0.330,0.138,0.929,0.798,0.332,0.142,0.753,0.781,0.330,0.138,0.929
91,0.765,0.357,0.871,0.765,0.781,0.359,0.894,0.560,0.765,0.357,0.871,0.765
92,0.384,0.842,0.920,0.611,0.392,0.849,0.944,0.381,0.384,0.842,0.920,0.611
93,0.158,0.275,0.761,0.853,0.162,0.277,0.781,0.664,0.158,0.275,0.761,0.853
94,0.028,0.406,0.641,0.914,0.028,0.409,0.658,0.736,0.028,0.406,0.641,0.914
95,0.854,0.928,0.030,0.499,0.872,0.935,0.031,0.250,0.854,0.928,0.030,0.499
96,0.247,0.374,0.022,0.979,0.252,0.377,0.023,0.812,0.247,0.374,0.022,0.979
97,0.253,0.932,0.004,0.733,0.258,0.939,0.004,0.524,0.253,0.932,0.004,0.733
98,0.176,0.819,0.092,0.856,0.180,0.825,0.094,0.668,0.176,0.819,0.092,0.856
99,0.848,0.172,0.883,0.605,0.866,0.173,0.906,0.373,0.848,0.172,0.883,0.605
100,0.325,0.236,0.637,0.927,0.333,0.238,0.654,0.751,0.325,0.236,0.637,0.927
101,0.421,0.420,0.002,0.954,0.430,0.423,0.002,0.782,0.421,0.420,0.002,0.954
102,0.063,0.823,0.803,0.665,0.065,0.830,0.824,0.444,0.063,0.823,0.803,0.665
103,0.847,0.320,0.101,0.775,0.865,0.322,0.104,0.572,0.847,0.320,0.101,0.775
104,0.042,0.794,0.317,0.924,0.042,0.800,0.325,0.747,0.042,0.794,0.317,0.924
105,0.870,0.363,0.738,0.589,0.889,0.365,0.757,0.355,0.870,0.363,0.738,0.589
106,0.782,0.359,0.460,0.924,0.799,0.362,0.472,0.747,0.782,0.359,0.460,0.924
107,0.029,0.854,0.428,0.783,0.030,0.861,0.439,0.582,0.029,0.854,0.428,0.783
108,0.800,0.962,0.809,0.528,0.818,0.970,0.830,0.283,0.800,0.962,0.809,0.528
109,0.493,0.820,0.077,0.845,0.504,0.826,0.079,0.655,0.493,0.820,0.077,0.845
110,0.356,0.778,0.586,0.893,0.364,0.784,0.601,0.711,0.356,0.778,0.586,0.893
111,0.914,0.936,0.667,0.376,0.934,0.943,0.684,0.105,0.914,0.936,0.667,0.376
112,0.277,0.194,0.036,1.002,0.283,0.195,0.037,0.839,0.277,0.194,0.036,1.002
113,0.253,0.814,0.637,0.799,0.258,0.820,0.653,0.600,0.253,0.814,0.637,0.799
114,0.176,0.897,0.888,0.539,0.180,0.904,0.911,0.297,0.176,0.897,0.888,0.539
115,0.348,0.115,0.822,0.805,0.355,0.116,0.843,0.608,0.348,0.115,0.822,0.805
116,0.101,0.859,0.475,0.771,0.103,0.866,0.488,0.568,0.101,0.859,0.475,0.771
117,0.502,0.791,0.834,0.728,0.513,0.797,0.856,0.517,0.502,0.791,0.834,0.728
118,0.127,0.425,0.659,0.908,0.129,0.428,0.676,0.728,0.127,0.425,0.659,0.908
119,0.344,0.375,0.847,0.772,0.351,0.378,0.870,0.569,0.344,0.375,0.847,0.772
120,0.346,0.840,0.778,0.620,0.354,0.847,0.799,0.391,0.346,0.840,0.778,0.620
121,0.182,0.833,0.304,0.835,0.186,0.839,0.312,0.643,0.182,0.833,0.304,0.835
122,0.002,0.853,0.770,0.617,0.001,0.859,0.790,0.387,0.002,0.853,0.770,0.617
123,0.362,0.780,0.746,0.780,0.370,0.786,0.765,0.578,0.362,0.780,0.746,0.780
124,0.016,0.938,0.893,0.565,0.016,0.945,0.917,0.327,0.016,0.938,0.893,0.565
125,0.357,0.477,0.609,0.926,0.364,0.480,0.625,0.750,0.357,0.477,0.609,0.926
126,0.462,0.792,0.859,0.708,0.473,0.798,0.881,0.495,0.462,0.792,0.859,0.708
127,0.324,0.197,0.086,0.995,0.331,0.198,0.088,0.830,0.324,0.197,0.086,0.995
128,0.353,0.040,0.730,0.856,0.361,0.040,0.749,0.667,0.353,0.040,0.730,0.856
129,0.305,0.927,0.581,0.688,0.312,0.934,0.596,0.471,0.305,0.927,0.581,0.688
130,0.888,0.441,0.695,0.599,0.907,0.444,0.714,0.367,0.888,0.441,0.695,0.599
131,0.816,0.431,0.252,0.845,0.833,0.434,0.259,0.655,0.816,0.431,0.252,0.845
132,0.178,0.411,0.008,0.983,0.182,0.414,0.008,0.816,0.178,0.411,0.008,0.983
133,0.032,0.413,0.640,0.915,0.033,0.416,0.656,0.737,0.032,0.413,0.640,0.915
134,0.889,0.032,0.513,0.718,0.908,0.032,0.527,0.506,0.889,0.032,0.513,0.718
135,0.381,0.097,0.772,0.826,0.389,0.097,0.792,0.632,0.381,0.097,0.772,0.826
136,0.888,0.951,0.004,0.498,0.908,0.959,0.004,0.249,0.888,0.951,0.004,0.498
137,0.242,0.848,0.816,0.603,0.247,0.854,0.838,0.371,0.242,0.848,0.816,0.603
138,0.802,0.901,0.323,0.617,0.820,0.908,0.331,0.387,0.802,0.901,0.323,0.617
139,0.339,0.216,0.606,0.945,0.347,0.217,0.622,0.772,0.339,0.216,0.606,0.945
140,0.240,0.303,0.618,0.942,0.245,0.305,0.635,0.769,0.240,0.303,0.618,0.942
141,0.765,0.473,0.612,0.914,0.782,0.476,0.628,0.735,0.765,0.473,0.612,0.914
142,0.067,0.006,0.301,1.018,0.068,0.005,0.309,0.857,0.067,0.006,0.301,1.018
143,0.374,0.915,0.887,0.512,0.382,0.922,0.910,0.264,0.374,0.915,0.887,0.512
144,0.900,0.377,0.475,0.698,0.919,0.380,0.488,0.483,0.900,0.377,0.475,0.698
145,0.806,0.059,0.353,0.897,0.824,0.059,0.362,0.716,0.806,0.059,0.353,0.897
146,0.038,0.245,0.876,0.815,0.039,0.247,0.899,0.620,0.038,0.245,0.876,0.815
147,0.800,0.852,0.852,0.478,0.817,0.859,0.874,0.224,0.800,0.852,0.852,0.478
148,0.875,0.884,0.904,0.286,0.894,0.891,0.927,0.000,0.875,0.884,0.904,0.286
149,0.320,0.388,0.398,0.979,0.327,0.391,0.408,0.811,0.320,0.388,0.398,0.979
150,0.808,0.822,0.111,0.719,0.825,0.828,0.114,0.507,0.808,0.822,0.111,0.719
151,0.835,0.225,0.001,0.814,0.853,0.226,0.001,0.618,0.835,0.225,0.001,0.814
152,0.344,0.145,0.781,0.827,0.352,0.146,0.801,0.633,0.344,0.145,0.781,0.827
153,0.207,0.786,0.464,0.939,0.211,0.792,0.476,0.765,0.207,0.786,0.464,0.939
154,0.285,0.798,0.531,0.883,0.291,0.804,0.544,0.699,0.285,0.798,0.531,0.883
155,0.382,0.257,0.703,0.870,0.390,0.259,0.721,0.683,0.382,0.257,0.703,0.870
156,0.869,0.206,0.409,0.763,0.888,0.208,0.420,0.559,0.869,0.206,0.409,0.763
157,0.170,0.261,0.558,0.986,0.174,0.263,0.573,0.819,0.170,0.261,0.558,0.986
158,0.055,0.853,0.339,0.790,0.056,0.859,0.348,0.591,0.055,0.853,0.339,0.790
159,0.941,0.809,0.773,0.466,0.961,0.815,0.793,0.210,0.941,0.809,0.773,0.466
160,0.156,0.261,0.794,0.835,0.159,0.262,0.815,0.643,0.156,0.261,0.794,0.835
161,0.792,0.042,0.459,0.923,0.809,0.042,0.471,0.746,0.792,0.042,0.459,0.923
162,0.872,0.041,0.381,0.757,0.891,0.041,0.391,0.551,0.872,0.041,0.381,0.757
163,0.459,0.856,0.679,0.660,0.469,0.863,0.696,0.438,0.459,0.856,0.679,0.660
164,0.489,0.862,0.021,0.750,0.499,0.869,0.022,0.543,0.489,0.862,0.021,0.750
165,0.800,0.332,0.441,0.888,0.818,0.334,0.453,0.705,0.800,0.332,0.441,0.888
166,0.359,0.445,0.536,0.950,0.367,0.448,0.550,0.777,0.359,0.445,0.536,0.950
167,0.877,0.024,0.187,0.741,0.896,0.024,0.191,0.533,0.877,0.024,0.187,0.741
168,0.876,0.428,0.456,0.721,0.895,0.431,0.468,0.509,0.876,0.428,0.456,0.721
169,0.853,0.861,0.975,0.459,0.872,0.868,1.000,0.203,0.853,0.861,0.975,0.459
170,0.899,0.140,0.607,0.678,0.919,0.141,0.622,0.460,0.899,0.140,0.607,0.678
171,0.183,0.126,0.841,0.825,0.187,0.127,0.863,0.631,0.183,0.126,0.841,0.825
172,0.772,0.473,0.186,0.952,0.789,0.477,0.191,0.780,0.772,0.473,0.186,0.952
173,0.001,0.284,0.868,0.806,0.001,0.286,0.891,0.609,0.001,0.284,0.868,0.806
174,0.052,0.032,0.722,0.883,0.053,0.032,0.740,0.699,0.052,0.032,0.722,0.883
175,0.832,0.798,0.764,0.563,0.850,0.804,0.784,0.324,0.832,0.798,0.764,0.563
176,0.420,0.247,0.630,0.921,0.429,0.249,0.647,0.743,0.420,0.247,0.630,0.921
177,0.101,0.787,0.250,0.940,0.103,0.793,0.256,0.766,0.101,0.787,0.250,0.940
178,0.893,0.856,0.540,0.472,0.913,0.862,0.554,0.217,0.893,0.856,0.540,0.472
179,0.049,0.803,0.199,0.898,0.050,0.809,0.204,0.717,0.049,0.803,0.199,0.898
180,0.334,0.402,0.774,0.803,0.341,0.405,0.794,0.606,0.334,0.402,0.774,0.803
181,0.017,0.433,0.771,0.823,0.017,0.436,0.791,0.629,0.017,0.433,0.771,0.823
182,0.486,0.262,0.676,0.904,0.497,0.264,0.694,0.724,0.486,0.262,0.676,0.904
183,0.162,0.899,0.801,0.548,0.166,0.906,0.822,0.307,0.162,0.899,0.801,0.548
184,0.824,0.322,0.484,0.825,0.842,0.324,0.497,0.632,0.824,0.322,0.484,0.825
185,0.096,0.320,0.785,0.827,0.098,0.322,0.806,0.634,0.096,0.320,0.785,0.827
186,0.296,0.271,0.522,0.982,0.302,0.273,0.536,0.815,0.296,0.271,0.522,0.982
187,0.778,0.797,0.360,0.860,0.795,0.803,0.370,0.672,0.778,0.797,0.360,0.860
188,0.754,0.827,0.724,0.698,0.770,0.834,0.743,0.482,0.754,0.827,0.724,0.698
189,0.238,0.010,0.655,0.929,0.243,0.010,0.672,0.754,0.238,0.010,0.655,0.929
190,0.153,0.809,0.792,0.708,0.156,0.816,0.813,0.494,0.153,0.809,0.792,0.708
191,0.011,0.801,0.809,0.713,0.011,0.808,0.830,0.500,0.011,0.801,0.809,0.713
192,0.060,0.854,0.480,0.777,0.061,0.861,0.492,0.575,0.060,0.854,0.480,0.777
193,0.321,0.394,0.438,0.975,0.328,0.397,0.449,0.807,0.321,0.394,0.438,0.975
194,0.846,0.412,0.481,0.767,0.865,0.415,0.493,0.563,0.846,0.412,0.481,0.767
195,0.071,0.253,0.017,1.004,0.072,0.255,0.017,0.840,0.071,0.253,0.017,1.004
196,0.407,0.867,0.667,0.642,0.416,0.874,0.684,0.417,0.407,0.867,0.667,0.642
197,0.765,0.289,0.823,0.781,0.782,0.291,0.845,0.579,0.765,0.289,0.823,0.781
198,0.862,0.863,0.237,0.518,0.881,0.870,0.243,0.272,0.862,0.863,0.237,0.518
199,0.464,0.446,0.759,0.818,0.474,0.449,0.779,0.622,0.464,0.446,0.759,0.818
200,0.445,0.315,0.565,0.946,0.455,0.317,0.580,0.773,0.445,0.315,0.565,0.946
201,0.395,0.151,0.630,0.927,0.404,0.151,0.646,0.751,0.395,0.151,0.630,0.927
202,0.331,0.380,0.788,0.797,0.338,0.383,0.808,0.598,0.331,0.380,0.788,0.797
203,0.085,0.914,0.760,0.572,0.087,0.921,0.780,0.335,0.085,0.914,0.760,0.572
204,0.304,0.211,0.710,0.882,0.311,0.213,0.729,0.698,0.304,0.211,0.710,0.882
205,0.393,0.428,0.536,0.944,0.402,0.431,0.549,0.770,0.393,0.428,0.536,0.944
206,0.456,0.824,0.792,0.650,0.466,0.830,0.813,0.426,0.456,0.824,0.792,0.650
207,0.425,0.418,0.834,0.768,0.434,0.421,0.855,0.564,0.425,0.418,0.834,0.768
208,0.312,0.001,0.326,1.004,0.319,0.001,0.334,0.841,0.312,0.001,0.326,1.004
209,0.841,0.387,0.486,0.777,0.860,0.390,0.499,0.574,0.841,0.387,0.486,0.777
210,0.289,0.104,0.881,0.813,0.295,0.105,0.904,0.617,0.289,0.104,0.881,0.813
211,0.031,0.834,0.291,0.828,0.032,0.840,0.298,0.634,0.031,0.834,0.291,0.828
212,0.785,0.932,0.445,0.674,0.802,0.939,0.457,0.455,0.785,0.932,0.445,0.674
213,0.818,0.869,0.642,0.530,0.835,0.876,0.659,0.286,0.818,0.869,0.642,0.530
214,0.091,0.305,0.598,0.957,0.093,0.307,0.614,0.785,0.091,0.305,0.598,0.957
215,0.414,0.338,0.469,0.967,0.423,0.340,0.481,0.798,0.414,0.338,0.469,0.967
216,0.081,0.769,0.627,0.913,0.083,0.775,0.643,0.734,0.081,0.769,0.627,0.913
217,0.915,0.421,0.765,0.542,0.935,0.424,0.785,0.299,0.915,0.421,0.765,0.542
218,0.901,0.416,0.628,0.636,0.921,0.419,0.645,0.409,0.901,0.416,0.628,0.636
219,0.287,0.873,0.511,0.729,0.294,0.879,0.524,0.519,0.287,0.873,0.511,0.729
220,0.820,0.769,0.141,0.813,0.838,0.775,0.145,0.617,0.820,0.769,0.141,0.813
221,0.859,0.837,0.544,0.552,0.877,0.844,0.558,0.311,0.859,0.837,0.544,0.552
222,0.117,0.372,0.803,0.810,0.120,0.374,0.824,0.614,0.117,0.372,0.803,0.810
223,0.284,0.056,0.119,1.001,0.290,0.056,0.122,0.838,0.284,0.056,0.119,1.001
224,0.895,0.835,0.091,0.530,0.915,0.841,0.094,0.285,0.895,0.835,0.091,0.530
225,0.314,0.880,0.284,0.731,0.321,0.886,0.291,0.521,0.314,0.880,0.284,0.731
226,0.317,0.936,0.682,0.638,0.324,0.943,0.700,0.412,0.317,0.936,0.682,0.638
227,0.781,0.018,0.440,0.949,0.798,0.018,0.451,0.776,0.781,0.018,0.440,0.949
228,0.293,0.336,0.545,0.963,0.299,0.338,0.559,0.792,0.293,0.336,0.545,0.963
229,0.369,0.816,0.706,0.725,0.377,0.822,0.724,0.514,0.369,0.816,0.706,0.725
230,0.138,0.134,0.678,0.924,0.141,0.135,0.695,0.748,0.138,0.134,0.678,0.924
231,0.344,0.233,0.782,0.822,0.352,0.235,0.803,0.628,0.344,0.233,0.782,0.822
232,0.212,0.012,0.618,0.956,0.217,0.012,0.634,0.784,0.212,0.012,0.618,0.956
233,0.375,0.904,0.181,0.700,0.383,0.911,0.186,0.484,0.375,0.904,0.181,0.700
234,0.113,0.240,0.733,0.878,0.115,0.242,0.752,0.693,0.113,0.240,0.733,0.878
235,0.773,0.820,0.893,0.619,0.790,0.826,0.916,0.390,0.773,0.820,0.893,0.619
236,0.466,0.862,0.282,0.755,0.476,0.868,0.289,0.549,0.466,0.862,0.282,0.755
237,0.851,0.241,0.576,0.751,0.869,0.242,0.591,0.544,0.851,0.241,0.576,0.751
238,0.059,0.828,0.618,0.779,0.060,0.834,0.634,0.578,0.059,0.828,0.618,0.779
239,0.422,0.003,0.152,0.983,0.431,0.002,0.156,0.816,0.422,0.003,0.152,0.983
240,0.392,0.341,0.814,0.781,0.401,0.343,0.835,0.579,0.392,0.341,0.814,0.781
241,0.372,0.286,0.216,0.982,0.381,0.288,0.222,0.815,0.372,0.286,0.216,0.982
242,0.007,0.280,0.829,0.810,0.007,0.282,0.851,0.614,0.007,0.280,0.829,0.810
243,0.781,0.314,0.353,0.940,0.798,0.317,0.362,0.766,0.781,0.314,0.353,0.940
244,0.824,0.954,0.832,0.435,0.842,0.961,0.853,0.175,0.824,0.954,0.832,0.435
245,0.854,0.202,0.692,0.675,0.873,0.203,0.710,0.456,0.854,0.202,0.692,0.675
246,0.001,0.014,0.624,0.947,0.001,0.014,0.641,0.774,0.001,0.014,0.624,0.947
247,0.484,0.337,0.614,0.930,0.495,0.339,0.629,0.754,0.484,0.337,0.614,0.930
248,0.252,0.790,0.085,0.919,0.257,0.796,0.087,0.741,0.252,0.790,0.085,0.919
249,0.337,0.194,0.600,0.950,0.344,0.195,0.616,0.778,0.337,0.194,0.600,0.950
250,0.914,0.113,0.591,0.688,0.934,0.114,0.606,0.470,0.914,0.113,0.591,0.688
251,0.366,0.846,0.832,0.579,0.374,0.853,0.853,0.343,0.366,0.846,0.832,0.579
252,0.881,0.811,0.351,0.611,0.900,0.817,0.360,0.380,0.881,0.811,0.351,0.611
253,0.845,0.892,0.306,0.520,0.864,0.899,0.314,0.274,0.845,0.892,0.306,0.520
254,0.358,0.795,0.927,0.733,0.366,0.801,0.951,0.523,0.358,0.795,0.927,0.733
255,0.858,0.263,0.525,0.753,0.877,0.265,0.538,0.546,0.858,0.263,0.525,0.753
256,0.488,0.021,0.597,0.958,0.499,0.021,0.612,0.787,0.488,0.021,0.597,0.958
257,0.403,0.094,0.010,0.982,0.412,0.095,0.010,0.815,0.403,0.094,0.010,0.982
258,0.255,0.420,0.796,0.805,0.260,0.423,0.817,0.608,0.255,0.420,0.796,0.805
259,0.890,0.021,0.603,0.680,0.909,0.021,0.618,0.462,0.890,0.021,0.603,0.680
260,0.264,0.860,0.492,0.758,0.270,0.867,0.504,0.552,0.264,0.860,0.492,0.758
261,0.129,0.896,0.688,0.626,0.132,0.903,0.706,0.398,0.129,0.896,0.688,0.626
262,0.766,0.282,0.456,0.973,0.783,0.284,0.468,0.804,0.766,0.282,0.456,0.973
263,0.898,0.391,0.425,0.705,0.917,0.394,0.436,0.491,0.898,0.391,0.425,0.705
264,0.751,0.348,0.660,0.903,0.768,0.351,0.677,0.723,0.751,0.348,0.660,0.903
265,0.770,0.104,0.815,0.787,0.787,0.104,0.836,0.586,0.770,0.104,0.815,0.787
266,0.171,0.792,0.145,0.924,0.175,0.798,0.149,0.748,0.171,0.792,0.145,0.924
267,0.082,0.062,0.020,1.008,0.084,0.063,0.021,0.846,0.082,0.062,0.020,1.008
268,0.068,0.811,0.431,0.882,0.069,0.817,0.443,0.697,0.068,0.811,0.431,0.882
269,0.136,0.860,0.372,0.781,0.138,0.866,0.382,0.580,0.136,0.860,0.372,0.781
270,0.829,0.899,0.003,0.539,0.847,0.906,0.003,0.296,0.829,0.899,0.003,0.539
271,0.137,0.878,0.518,0.732,0.140,0.885,0.532,0.523,0.137,0.878,0.518,0.732
272,0.068,0.787,0.313,0.942,0.069,0.793,0.321,0.769,0.068,0.787,0.313,0.942
273,0.809,0.410,0.731,0.721,0.826,0.413,0.750,0.510,0.809,0.410,0.731,0.721
274,0.823,0.912,0.495,0.553,0.841,0.919,0.508,0.313,0.823,0.912,0.495,0.553
275,0.115,0.888,0.716,0.611,0.117,0.894,0.734,0.380,0.115,0.888,0.716,0.611
