# {'f_': [3, 5], 'y_': [12, 13], 'x': [6, 7], 'y': [10, 11], 'f': [0, 2], 'N': 2, 'M': 3, 'mu_': [9, 9], 'n': 1000, 'mu': [8, 8]}
37,0.001,0.028,0.971,0.001,0.027,1.000,0.001,0.028,1.345,1.346,33.334,-75.261,0.895,0.006
536,0.694,0.894,-0.587,0.694,0.894,0.186,0.694,0.894,1.181,1.668,6.307,76.470,0.591,0.986
718,0.013,0.724,0.262,0.013,0.725,0.630,0.013,0.724,1.121,1.574,-35.242,-14.308,0.124,0.400
902,0.386,0.414,0.121,0.386,0.414,0.556,0.386,0.414,1.071,6.303,-6.257,-7.234,0.450,0.445
293,0.635,0.205,0.158,0.635,0.204,0.576,0.635,0.205,1.058,2.455,24.914,0.388,0.800,0.495
128,0.707,0.138,0.155,0.708,0.137,0.574,0.707,0.138,0.945,1.655,29.431,1.394,0.851,0.501
628,0.809,0.049,0.142,0.809,0.049,0.567,0.809,0.049,0.941,1.238,36.585,3.856,0.932,0.517
90,0.460,0.317,0.180,0.460,0.316,0.587,0.460,0.317,0.933,3.444,-0.097,-11.172,0.519,0.420
702,0.436,0.367,0.122,0.436,0.367,0.557,0.436,0.367,0.922,4.850,-4.585,-7.464,0.468,0.444
266,0.581,0.426,-0.119,0.581,0.427,0.431,0.581,0.426,0.892,5.795,13.581,12.292,0.673,0.571
399,0.217,0.573,0.204,0.217,0.573,0.600,0.217,0.573,0.892,2.329,-26.049,-11.866,0.227,0.415
145,0.437,0.437,-0.006,0.437,0.437,0.490,0.437,0.437,0.892,16.828,-5.669,-3.081,0.456,0.472
675,0.205,0.582,0.208,0.205,0.583,0.602,0.205,0.582,0.885,2.230,-26.747,-12.103,0.219,0.414
666,0.437,0.395,0.070,0.437,0.395,0.530,0.437,0.395,0.882,6.536,-5.041,-6.044,0.463,0.453
7,0.402,0.423,0.078,0.402,0.423,0.534,0.402,0.423,0.880,6.667,-6.473,-6.011,0.447,0.453
944,0.425,0.424,0.037,0.425,0.424,0.513,0.425,0.424,0.875,9.831,-5.612,-4.702,0.457,0.462
249,0.144,0.630,0.225,0.144,0.631,0.611,0.144,0.630,0.863,1.771,-29.667,-12.596,0.186,0.411
429,0.418,0.435,0.032,0.418,0.435,0.510,0.418,0.435,0.857,9.317,-6.414,-4.493,0.448,0.463
906,0.455,0.390,0.052,0.455,0.390,0.520,0.455,0.390,0.833,6.410,-4.202,-5.390,0.473,0.457
410,0.601,0.287,0.092,0.601,0.287,0.541,0.601,0.287,0.831,2.648,21.613,2.337,0.763,0.507
591,0.057,0.698,0.245,0.057,0.698,0.621,0.057,0.698,0.818,1.276,-33.765,-13.947,0.140,0.402
925,0.117,0.661,0.221,0.117,0.661,0.609,0.117,0.661,0.817,1.501,-31.118,-12.893,0.170,0.409
325,0.447,0.470,-0.072,0.447,0.470,0.455,0.447,0.470,0.814,35.389,-8.611,4.793,0.423,0.523
476,0.408,0.453,0.021,0.409,0.453,0.504,0.408,0.453,0.811,8.535,-7.121,-3.863,0.440,0.467
453,0.346,0.007,0.647,0.346,0.006,0.831,0.346,0.007,0.810,0.981,5.666,-67.331,0.584,0.057
120,0.457,0.425,-0.016,0.458,0.425,0.485,0.457,0.425,0.810,13.492,-4.538,-2.955,0.469,0.473
664,0.784,0.092,0.124,0.784,0.092,0.558,0.784,0.092,0.791,1.143,34.549,3.818,0.909,0.517
613,0.665,0.944,-0.609,0.665,0.945,0.175,0.665,0.944,0.784,1.019,5.666,77.827,0.584,0.995
239,0.476,0.417,-0.027,0.476,0.417,0.479,0.476,0.417,0.778,12.545,-3.549,-2.792,0.480,0.474
159,0.412,0.472,-0.012,0.412,0.472,0.487,0.412,0.472,0.773,10.303,-7.259,-2.645,0.438,0.475
478,0.733,0.127,0.140,0.733,0.126,0.566,0.733,0.127,0.760,1.252,30.322,2.073,0.861,0.505
853,0.174,0.620,0.205,0.173,0.620,0.600,0.174,0.620,0.759,1.697,-28.342,-11.956,0.201,0.415
743,0.909,0.001,0.090,0.910,0.000,0.540,0.909,0.001,0.752,0.827,40.837,8.746,0.979,0.549
401,0.438,0.482,-0.073,0.438,0.482,0.455,0.438,0.482,0.750,17.045,-9.521,4.911,0.413,0.524
707,0.662,0.948,-0.610,0.663,0.949,0.174,0.662,0.948,0.750,0.968,5.648,78.516,0.583,0.999
400,0.354,0.002,0.644,0.354,0.001,0.830,0.354,0.002,0.750,0.905,4.865,-67.439,0.575,0.057
486,0.373,0.465,0.072,0.373,0.465,0.531,0.373,0.465,0.745,4.716,-8.061,-5.590,0.429,0.456
826,0.040,0.008,0.952,0.040,0.008,0.990,0.040,0.008,0.744,0.757,32.574,-76.144,0.886,0.000
70,0.110,0.674,0.216,0.110,0.674,0.606,0.110,0.674,0.736,1.305,-31.912,-12.884,0.161,0.409
81,0.379,0.476,0.048,0.379,0.476,0.518,0.379,0.476,0.726,5.222,-8.290,-4.664,0.427,0.462
521,0.461,0.483,-0.112,0.461,0.484,0.435,0.461,0.483,0.714,14.577,-8.777,6.865,0.421,0.536
377,0.293,0.565,0.115,0.293,0.566,0.553,0.293,0.565,0.711,2.603,-21.603,-6.396,0.277,0.451
741,0.469,0.493,-0.134,0.469,0.493,0.423,0.469,0.493,0.706,10.084,-8.648,8.235,0.423,0.545
462,0.501,0.488,-0.168,0.501,0.488,0.405,0.501,0.488,0.682,7.102,-7.599,9.586,0.434,0.554
730,0.046,0.716,0.238,0.046,0.716,0.617,0.046,0.716,0.667,0.995,-34.571,-13.591,0.131,0.404
154,0.454,0.475,-0.089,0.454,0.475,0.447,0.454,0.475,0.667,23.810,-8.863,5.778,0.420,0.529
562,0.595,0.409,-0.093,0.595,0.409,0.444,0.595,0.409,0.667,3.584,14.367,12.101,0.682,0.570
824,0.507,0.285,0.179,0.507,0.285,0.587,0.507,0.285,0.660,2.184,0.981,-10.782,0.531,0.422
274,0.527,0.454,-0.142,0.527,0.454,0.419,0.527,0.454,0.650,6.019,-6.653,8.846,0.445,0.549
883,0.804,0.066,0.130,0.804,0.066,0.561,0.804,0.066,0.647,0.877,35.716,3.891,0.922,0.517
405,0.628,0.369,-0.044,0.629,0.369,0.470,0.628,0.369,0.645,2.483,18.046,10.514,0.723,0.560
