# {'f_': [3, 5], 'mu_': [10, 10], 'n': 578, 'N': 3, 'M': 3, 'mu': [9, 9], 'x': [6, 8], 'f': [0, 2]}
70,0.898,0.801,0.410,0.969,0.850,0.307,0.898,0.801,0.410,0.263,0.398
568,0.900,0.819,0.344,0.970,0.869,0.231,0.900,0.819,0.344,0.263,0.356
343,0.861,0.801,0.472,0.928,0.850,0.378,0.861,0.801,0.472,0.263,0.478
158,0.843,0.811,0.487,0.909,0.861,0.395,0.843,0.811,0.487,0.261,0.508
227,0.012,0.804,0.825,0.013,0.854,0.786,0.012,0.804,0.825,0.254,0.302
565,0.015,0.809,0.809,0.016,0.858,0.768,0.015,0.809,0.809,0.252,0.299
144,0.818,0.010,0.777,0.882,0.010,0.731,0.818,0.010,0.777,0.250,0.287
169,0.909,0.885,0.158,0.981,0.939,0.016,0.909,0.885,0.158,0.250,0.259
528,0.035,0.852,0.663,0.038,0.905,0.599,0.035,0.852,0.663,0.248,0.286
549,0.799,0.862,0.477,0.861,0.915,0.384,0.799,0.862,0.477,0.243,0.457
440,0.824,0.015,0.756,0.888,0.016,0.706,0.824,0.015,0.756,0.239,0.274
335,0.840,0.008,0.698,0.906,0.008,0.640,0.840,0.008,0.698,0.229,0.255
129,0.864,0.015,0.629,0.932,0.015,0.560,0.864,0.015,0.629,0.225,0.245
201,0.790,0.022,0.878,0.851,0.023,0.847,0.790,0.022,0.878,0.224,0.271
287,0.013,0.885,0.587,0.014,0.939,0.512,0.013,0.885,0.587,0.222,0.240
141,0.825,0.020,0.751,0.890,0.021,0.701,0.825,0.020,0.751,0.216,0.249
450,0.865,0.019,0.628,0.932,0.020,0.558,0.865,0.019,0.628,0.209,0.229
513,0.037,0.814,0.791,0.039,0.864,0.747,0.037,0.814,0.791,0.198,0.240
435,0.884,0.785,0.479,0.953,0.833,0.386,0.884,0.785,0.479,0.197,0.347
56,0.827,0.815,0.528,0.892,0.865,0.443,0.827,0.815,0.528,0.192,0.427
234,0.052,0.861,0.639,0.056,0.914,0.571,0.052,0.861,0.639,0.189,0.221
511,0.845,0.802,0.515,0.911,0.851,0.428,0.845,0.802,0.515,0.189,0.391
453,0.794,0.045,0.865,0.856,0.047,0.832,0.794,0.045,0.865,0.188,0.233
362,0.789,0.868,0.496,0.851,0.922,0.406,0.789,0.868,0.496,0.185,0.358
262,0.882,0.784,0.485,0.951,0.832,0.394,0.882,0.784,0.485,0.183,0.329
231,0.009,0.878,0.597,0.010,0.932,0.523,0.009,0.878,0.597,0.176,0.191
509,0.044,0.787,0.889,0.047,0.835,0.860,0.044,0.787,0.889,0.176,0.216
5,0.037,0.823,0.761,0.040,0.873,0.712,0.037,0.823,0.761,0.172,0.207
65,0.839,0.803,0.528,0.905,0.853,0.443,0.839,0.803,0.528,0.168,0.364
334,0.852,0.049,0.664,0.919,0.052,0.601,0.852,0.049,0.664,0.167,0.192
575,0.830,0.032,0.734,0.895,0.034,0.682,0.830,0.032,0.734,0.162,0.188
96,0.781,0.015,0.905,0.843,0.016,0.879,0.781,0.015,0.905,0.161,0.187
217,0.813,0.866,0.416,0.877,0.919,0.314,0.813,0.866,0.416,0.143,0.236
467,0.043,0.826,0.748,0.046,0.877,0.697,0.043,0.826,0.748,0.141,0.170
361,0.917,0.812,0.373,0.988,0.862,0.264,0.917,0.812,0.373,0.137,0.190
411,0.814,0.816,0.571,0.878,0.866,0.492,0.814,0.816,0.571,0.135,0.351
142,0.006,0.778,0.918,0.007,0.825,0.893,0.006,0.778,0.918,0.135,0.153
357,0.031,0.831,0.730,0.034,0.882,0.676,0.031,0.831,0.730,0.133,0.157
41,0.847,0.935,0.287,0.913,0.993,0.165,0.847,0.935,0.287,0.129,0.156
223,0.902,0.917,0.148,0.973,0.974,0.004,0.902,0.917,0.148,0.129,0.133
181,0.806,0.057,0.822,0.869,0.061,0.783,0.806,0.057,0.822,0.126,0.156
299,0.855,0.061,0.655,0.922,0.065,0.590,0.855,0.061,0.655,0.125,0.146
412,0.894,0.378,0.543,0.964,0.401,0.460,0.894,0.378,0.543,0.124,0.220
407,0.898,0.393,0.538,0.968,0.417,0.455,0.898,0.393,0.538,0.123,0.222
310,0.006,0.776,0.923,0.006,0.824,0.899,0.006,0.776,0.923,0.122,0.136
561,0.813,0.927,0.385,0.877,0.984,0.278,0.813,0.927,0.385,0.118,0.167
571,0.891,0.388,0.544,0.961,0.411,0.462,0.891,0.388,0.544,0.117,0.213
278,0.794,0.920,0.440,0.857,0.977,0.342,0.794,0.920,0.440,0.117,0.184
168,0.900,0.405,0.537,0.971,0.430,0.453,0.900,0.405,0.537,0.117,0.215
46,0.814,0.806,0.608,0.878,0.855,0.535,0.814,0.806,0.608,0.112,0.327
171,0.805,0.820,0.587,0.868,0.871,0.511,0.805,0.820,0.587,0.112,0.310
447,0.089,0.865,0.632,0.096,0.918,0.563,0.089,0.865,0.632,0.111,0.135
176,0.370,0.006,0.969,0.399,0.007,0.952,0.370,0.006,0.969,0.110,0.117
485,0.888,0.389,0.547,0.958,0.413,0.465,0.888,0.389,0.547,0.110,0.202
532,0.805,0.815,0.607,0.868,0.865,0.535,0.805,0.815,0.607,0.108,0.324
15,0.773,0.003,0.931,0.834,0.003,0.909,0.773,0.003,0.931,0.108,0.119
43,0.004,0.375,0.968,0.005,0.398,0.951,0.004,0.375,0.968,0.106,0.112
350,0.776,0.048,0.925,0.837,0.051,0.901,0.776,0.048,0.925,0.105,0.124
542,0.833,0.049,0.726,0.898,0.052,0.672,0.833,0.049,0.726,0.105,0.124
128,0.892,0.046,0.581,0.962,0.048,0.505,0.892,0.046,0.581,0.104,0.114
95,0.824,0.802,0.585,0.889,0.851,0.509,0.824,0.802,0.585,0.104,0.274
558,0.376,0.906,0.538,0.405,0.961,0.455,0.376,0.906,0.538,0.104,0.187
28,0.792,0.845,0.550,0.854,0.897,0.468,0.792,0.845,0.550,0.104,0.242
436,0.892,0.337,0.554,0.962,0.358,0.473,0.892,0.337,0.554,0.103,0.171
367,0.899,0.329,0.551,0.969,0.350,0.469,0.899,0.329,0.551,0.103,0.167
315,0.404,0.009,0.965,0.436,0.009,0.948,0.404,0.009,0.965,0.103,0.109
461,0.397,0.895,0.540,0.428,0.950,0.457,0.397,0.895,0.540,0.102,0.196
303,0.800,0.828,0.577,0.863,0.879,0.500,0.800,0.828,0.577,0.102,0.269
425,0.352,0.007,0.973,0.380,0.008,0.957,0.352,0.007,0.973,0.101,0.107
541,0.347,0.005,0.974,0.374,0.006,0.958,0.347,0.005,0.974,0.101,0.106
414,0.902,0.340,0.547,0.973,0.360,0.465,0.902,0.340,0.547,0.100,0.164
170,0.368,0.898,0.541,0.397,0.954,0.458,0.368,0.898,0.541,0.100,0.180
410,0.396,0.396,0.930,0.427,0.420,0.907,0.396,0.396,0.930,0.099,0.203
312,0.398,0.381,0.931,0.429,0.404,0.909,0.398,0.381,0.931,0.098,0.193
162,0.390,0.381,0.932,0.420,0.404,0.910,0.390,0.381,0.932,0.097,0.192
12,0.006,0.356,0.972,0.007,0.378,0.955,0.006,0.356,0.972,0.097,0.103
214,0.385,0.395,0.931,0.416,0.419,0.909,0.385,0.395,0.931,0.097,0.197
521,0.384,0.386,0.932,0.415,0.410,0.910,0.384,0.386,0.932,0.097,0.194
364,0.917,0.903,0.148,0.989,0.958,0.005,0.917,0.903,0.148,0.097,0.098
297,0.378,0.395,0.932,0.407,0.420,0.910,0.378,0.395,0.932,0.097,0.192
229,0.376,0.387,0.933,0.406,0.411,0.911,0.376,0.387,0.933,0.097,0.191
105,0.354,0.906,0.543,0.382,0.962,0.460,0.354,0.906,0.543,0.097,0.166
295,0.842,0.789,0.568,0.909,0.838,0.489,0.842,0.789,0.568,0.096,0.229
405,0.383,0.359,0.937,0.413,0.380,0.915,0.383,0.359,0.937,0.096,0.179
369,0.363,0.353,0.942,0.391,0.374,0.921,0.363,0.353,0.942,0.095,0.175
508,0.370,0.379,0.935,0.399,0.402,0.913,0.370,0.379,0.935,0.095,0.186
438,0.802,0.081,0.837,0.865,0.085,0.801,0.802,0.081,0.837,0.095,0.122
540,0.907,0.350,0.544,0.978,0.371,0.461,0.907,0.350,0.544,0.095,0.156
143,0.361,0.349,0.943,0.389,0.370,0.922,0.361,0.349,0.943,0.094,0.171
553,0.394,0.406,0.930,0.425,0.431,0.907,0.394,0.406,0.930,0.094,0.195
116,0.363,0.888,0.551,0.391,0.943,0.470,0.363,0.888,0.551,0.092,0.167
441,0.055,0.853,0.661,0.059,0.906,0.597,0.055,0.853,0.661,0.091,0.107
468,0.016,0.367,0.970,0.017,0.390,0.953,0.016,0.367,0.970,0.091,0.097
118,0.774,0.916,0.503,0.835,0.972,0.415,0.774,0.916,0.503,0.091,0.163
363,0.356,0.381,0.938,0.384,0.405,0.916,0.356,0.381,0.938,0.091,0.170
191,0.885,0.423,0.552,0.954,0.449,0.471,0.885,0.423,0.552,0.090,0.179
154,0.416,0.902,0.536,0.449,0.958,0.453,0.416,0.902,0.536,0.089,0.175
104,0.884,0.928,0.181,0.953,0.985,0.043,0.884,0.928,0.181,0.089,0.094
204,0.010,0.343,0.975,0.010,0.364,0.959,0.010,0.343,0.975,0.089,0.094
123,0.408,0.883,0.554,0.440,0.937,0.473,0.408,0.883,0.554,0.089,0.178
552,0.393,0.345,0.939,0.424,0.366,0.918,0.393,0.345,0.939,0.089,0.160
199,0.352,0.888,0.554,0.379,0.942,0.474,0.352,0.888,0.554,0.087,0.154
484,0.890,0.318,0.561,0.960,0.337,0.481,0.890,0.318,0.561,0.087,0.139
507,0.348,0.397,0.938,0.376,0.421,0.917,0.348,0.397,0.938,0.086,0.160
392,0.889,0.037,0.584,0.958,0.039,0.507,0.889,0.037,0.584,0.086,0.093
21,0.340,0.369,0.944,0.366,0.391,0.923,0.340,0.369,0.944,0.086,0.154
78,0.883,0.426,0.556,0.952,0.453,0.475,0.883,0.426,0.556,0.085,0.171
499,0.927,0.855,0.244,1.000,0.907,0.115,0.927,0.855,0.244,0.085,0.095
140,0.066,0.871,0.616,0.072,0.925,0.544,0.066,0.871,0.616,0.084,0.099
298,0.343,0.378,0.941,0.370,0.401,0.920,0.343,0.378,0.941,0.084,0.153
377,0.321,0.006,0.981,0.346,0.006,0.966,0.321,0.006,0.981,0.084,0.088
422,0.380,0.404,0.931,0.410,0.429,0.909,0.380,0.404,0.931,0.083,0.167
560,0.888,0.325,0.561,0.957,0.345,0.482,0.888,0.325,0.561,0.082,0.135
195,0.771,0.892,0.515,0.832,0.946,0.428,0.771,0.892,0.515,0.082,0.158
506,0.368,0.416,0.934,0.396,0.442,0.912,0.368,0.416,0.934,0.082,0.158
408,0.409,0.880,0.559,0.441,0.934,0.479,0.409,0.880,0.559,0.081,0.165
445,0.329,0.340,0.953,0.355,0.361,0.934,0.329,0.340,0.953,0.081,0.140
341,0.319,0.010,0.982,0.344,0.011,0.967,0.319,0.010,0.982,0.080,0.084
220,0.337,0.407,0.941,0.363,0.431,0.920,0.337,0.407,0.941,0.079,0.142
54,0.334,0.398,0.942,0.360,0.423,0.921,0.334,0.398,0.942,0.079,0.141
498,0.791,0.825,0.620,0.853,0.876,0.550,0.791,0.825,0.620,0.079,0.241
209,0.890,0.047,0.583,0.960,0.050,0.506,0.890,0.047,0.583,0.077,0.085
494,0.418,0.338,0.941,0.451,0.359,0.920,0.418,0.338,0.941,0.077,0.137
465,0.771,0.897,0.513,0.831,0.953,0.426,0.771,0.897,0.513,0.076,0.144
16,0.024,0.335,0.978,0.026,0.355,0.963,0.024,0.335,0.978,0.076,0.081
470,0.324,0.350,0.952,0.350,0.372,0.933,0.324,0.350,0.952,0.075,0.128
130,0.341,0.034,0.978,0.367,0.036,0.962,0.341,0.034,0.978,0.074,0.080
554,0.336,0.884,0.563,0.362,0.938,0.484,0.336,0.884,0.563,0.074,0.129
80,0.400,0.321,0.945,0.431,0.341,0.925,0.400,0.321,0.945,0.074,0.126
35,0.379,0.876,0.568,0.408,0.930,0.489,0.379,0.876,0.568,0.073,0.140
423,0.332,0.417,0.943,0.358,0.443,0.922,0.332,0.417,0.943,0.073,0.129
13,0.002,0.303,0.986,0.002,0.322,0.972,0.002,0.303,0.986,0.073,0.075
160,0.323,0.405,0.945,0.348,0.430,0.924,0.323,0.405,0.945,0.072,0.125
261,0.828,0.051,0.742,0.893,0.054,0.690,0.828,0.051,0.742,0.071,0.085
432,0.377,0.012,0.968,0.407,0.013,0.951,0.377,0.012,0.968,0.071,0.076
47,0.043,0.772,0.939,0.046,0.819,0.918,0.043,0.772,0.939,0.071,0.082
30,0.324,0.911,0.552,0.349,0.967,0.471,0.324,0.911,0.552,0.071,0.115
186,0.406,0.325,0.944,0.438,0.345,0.924,0.406,0.325,0.944,0.071,0.123
251,0.413,0.351,0.937,0.446,0.373,0.916,0.413,0.351,0.937,0.069,0.127
452,0.894,0.284,0.567,0.965,0.301,0.488,0.894,0.284,0.567,0.066,0.100
337,0.882,0.771,0.529,0.951,0.818,0.445,0.882,0.771,0.529,0.066,0.131
397,0.317,0.315,0.964,0.342,0.334,0.947,0.317,0.315,0.964,0.066,0.108
178,0.316,0.403,0.947,0.340,0.427,0.927,0.316,0.403,0.947,0.066,0.112
83,0.399,0.311,0.948,0.430,0.330,0.929,0.399,0.311,0.948,0.065,0.108
4,0.003,0.769,0.946,0.003,0.816,0.926,0.003,0.769,0.946,0.065,0.070
98,0.357,0.410,0.936,0.385,0.435,0.914,0.357,0.410,0.936,0.065,0.122
576,0.874,0.028,0.606,0.943,0.029,0.533,0.874,0.028,0.606,0.065,0.071
267,0.365,0.025,0.971,0.393,0.026,0.955,0.365,0.025,0.971,0.065,0.069
327,0.433,0.890,0.547,0.467,0.945,0.465,0.433,0.890,0.547,0.064,0.134
384,0.044,0.875,0.606,0.048,0.929,0.533,0.044,0.875,0.606,0.063,0.071
401,0.411,0.872,0.574,0.443,0.925,0.496,0.411,0.872,0.574,0.062,0.130
330,0.312,0.368,0.952,0.337,0.390,0.933,0.312,0.368,0.952,0.062,0.105
395,0.320,0.312,0.964,0.345,0.331,0.947,0.320,0.312,0.964,0.062,0.100
64,0.027,0.318,0.983,0.029,0.338,0.969,0.027,0.318,0.983,0.061,0.065
86,0.339,0.033,0.978,0.366,0.035,0.963,0.339,0.033,0.978,0.061,0.066
493,0.419,0.317,0.947,0.452,0.337,0.927,0.419,0.317,0.947,0.061,0.103
396,0.293,0.327,0.968,0.315,0.347,0.951,0.293,0.327,0.968,0.061,0.096
24,0.791,0.788,0.753,0.853,0.836,0.703,0.791,0.788,0.753,0.061,0.404
225,0.432,0.004,0.968,0.466,0.004,0.951,0.432,0.004,0.968,0.060,0.063
378,0.366,0.853,0.627,0.395,0.905,0.557,0.366,0.853,0.627,0.060,0.117
471,0.319,0.915,0.556,0.344,0.971,0.475,0.319,0.915,0.556,0.059,0.095
259,0.308,0.385,0.950,0.332,0.409,0.931,0.308,0.385,0.950,0.059,0.099
433,0.345,0.408,0.939,0.372,0.433,0.918,0.345,0.408,0.939,0.059,0.108
114,0.869,0.051,0.620,0.937,0.054,0.550,0.869,0.051,0.620,0.058,0.066
296,0.783,0.824,0.652,0.844,0.875,0.586,0.783,0.824,0.652,0.057,0.198
489,0.317,0.034,0.984,0.342,0.035,0.970,0.317,0.034,0.984,0.057,0.061
382,0.820,0.049,0.770,0.885,0.052,0.723,0.820,0.049,0.770,0.057,0.068
501,0.299,0.892,0.564,0.322,0.947,0.485,0.299,0.892,0.564,0.056,0.089
359,0.308,0.301,0.971,0.332,0.319,0.955,0.308,0.301,0.971,0.056,0.088
314,0.162,0.793,0.873,0.175,0.842,0.842,0.162,0.793,0.873,0.055,0.083
481,0.302,0.308,0.971,0.326,0.326,0.954,0.302,0.308,0.971,0.055,0.087
10,0.354,0.873,0.578,0.382,0.927,0.501,0.354,0.873,0.578,0.054,0.099
475,0.869,0.374,0.584,0.937,0.397,0.507,0.869,0.374,0.584,0.054,0.100
371,0.322,0.302,0.966,0.347,0.321,0.949,0.322,0.302,0.966,0.054,0.086
49,0.303,0.343,0.960,0.327,0.364,0.942,0.303,0.343,0.960,0.054,0.087
311,0.876,0.450,0.573,0.945,0.478,0.495,0.876,0.450,0.573,0.053,0.114
45,0.303,0.019,0.987,0.327,0.020,0.973,0.303,0.019,0.987,0.053,0.055
544,0.877,0.455,0.572,0.946,0.482,0.494,0.877,0.455,0.572,0.053,0.113
555,0.297,0.365,0.957,0.320,0.388,0.938,0.297,0.365,0.957,0.053,0.085
469,0.022,0.356,0.973,0.024,0.377,0.957,0.022,0.356,0.973,0.053,0.056
218,0.925,0.791,0.458,0.997,0.840,0.362,0.925,0.791,0.458,0.053,0.083
426,0.291,0.316,0.972,0.313,0.335,0.955,0.291,0.316,0.972,0.052,0.082
99,0.906,0.289,0.561,0.977,0.307,0.481,0.906,0.289,0.561,0.052,0.078
90,0.819,0.781,0.675,0.884,0.829,0.613,0.819,0.781,0.675,0.052,0.193
51,0.901,0.768,0.519,0.972,0.815,0.433,0.901,0.768,0.519,0.052,0.096
531,0.290,0.339,0.965,0.312,0.359,0.948,0.290,0.339,0.965,0.052,0.081
398,0.811,0.121,0.810,0.874,0.128,0.769,0.811,0.121,0.810,0.051,0.069
133,0.027,0.315,0.984,0.029,0.334,0.970,0.027,0.315,0.984,0.051,0.054
254,0.408,0.778,0.879,0.440,0.826,0.849,0.408,0.778,0.879,0.051,0.124
449,0.788,0.360,0.853,0.849,0.383,0.819,0.788,0.360,0.853,0.051,0.109
79,0.905,0.071,0.576,0.976,0.075,0.499,0.905,0.071,0.576,0.051,0.056
212,0.313,0.858,0.627,0.337,0.911,0.557,0.313,0.858,0.627,0.050,0.088
324,0.127,0.868,0.628,0.137,0.921,0.559,0.127,0.868,0.628,0.050,0.064
101,0.921,0.793,0.446,0.993,0.841,0.349,0.921,0.793,0.446,0.050,0.078
537,0.296,0.382,0.954,0.320,0.405,0.935,0.296,0.382,0.954,0.050,0.081
520,0.781,0.813,0.698,0.843,0.863,0.640,0.781,0.813,0.698,0.049,0.221
238,0.409,0.843,0.655,0.442,0.894,0.590,0.409,0.843,0.655,0.049,0.109
293,0.289,0.907,0.561,0.312,0.963,0.481,0.289,0.907,0.561,0.049,0.076
246,0.285,0.324,0.971,0.307,0.344,0.955,0.285,0.324,0.971,0.049,0.076
166,0.787,0.403,0.851,0.848,0.428,0.816,0.787,0.403,0.851,0.047,0.113
107,0.788,0.365,0.851,0.850,0.387,0.816,0.788,0.365,0.851,0.047,0.102
8,0.846,0.397,0.644,0.912,0.421,0.577,0.846,0.397,0.644,0.047,0.096
117,0.023,0.300,0.988,0.025,0.318,0.975,0.023,0.300,0.988,0.047,0.050
52,0.871,0.349,0.585,0.939,0.370,0.509,0.871,0.349,0.585,0.047,0.082
102,0.375,0.786,0.858,0.404,0.834,0.824,0.375,0.786,0.858,0.047,0.108
353,0.440,0.782,0.870,0.475,0.830,0.839,0.440,0.782,0.870,0.047,0.128
274,0.291,0.391,0.955,0.313,0.415,0.936,0.291,0.391,0.955,0.046,0.074
388,0.355,0.291,0.961,0.383,0.309,0.943,0.355,0.291,0.961,0.046,0.073
187,0.404,0.295,0.953,0.436,0.313,0.934,0.404,0.295,0.953,0.046,0.074
135,0.415,0.849,0.634,0.447,0.901,0.566,0.415,0.849,0.634,0.046,0.101
271,0.859,0.115,0.650,0.926,0.122,0.584,0.859,0.115,0.650,0.046,0.057
67,0.855,0.380,0.619,0.922,0.403,0.548,0.855,0.380,0.619,0.046,0.088
66,0.335,0.281,0.969,0.361,0.299,0.952,0.335,0.281,0.969,0.045,0.070
301,0.330,0.789,0.857,0.356,0.837,0.823,0.330,0.789,0.857,0.045,0.093
232,0.923,0.858,0.226,0.995,0.911,0.094,0.923,0.858,0.226,0.044,0.049
44,0.294,0.379,0.955,0.318,0.402,0.937,0.294,0.379,0.955,0.044,0.071
332,0.863,0.412,0.595,0.931,0.438,0.520,0.863,0.412,0.595,0.044,0.089
437,0.381,0.866,0.588,0.411,0.920,0.513,0.381,0.866,0.588,0.044,0.086
196,0.886,0.286,0.575,0.956,0.303,0.497,0.886,0.286,0.575,0.044,0.067
146,0.798,0.420,0.813,0.860,0.445,0.772,0.798,0.420,0.813,0.044,0.105
429,0.849,0.344,0.643,0.916,0.365,0.576,0.849,0.344,0.643,0.044,0.079
566,0.291,0.791,0.862,0.314,0.839,0.829,0.291,0.791,0.862,0.044,0.083
173,0.281,0.320,0.973,0.303,0.340,0.957,0.281,0.320,0.973,0.043,0.066
366,0.295,0.287,0.979,0.319,0.305,0.964,0.295,0.287,0.979,0.043,0.066
462,0.407,0.291,0.954,0.439,0.309,0.935,0.407,0.291,0.954,0.043,0.069
386,0.074,0.824,0.759,0.080,0.875,0.710,0.074,0.824,0.759,0.043,0.054
464,0.781,0.800,0.745,0.842,0.849,0.694,0.781,0.800,0.745,0.042,0.274
145,0.331,0.873,0.586,0.357,0.926,0.510,0.331,0.873,0.586,0.042,0.074
389,0.292,0.288,0.979,0.315,0.306,0.965,0.292,0.288,0.979,0.042,0.064
319,0.856,0.082,0.654,0.924,0.087,0.589,0.856,0.082,0.654,0.042,0.050
379,0.064,0.773,0.938,0.069,0.820,0.917,0.064,0.773,0.938,0.042,0.049
216,0.848,0.390,0.638,0.915,0.414,0.570,0.848,0.390,0.638,0.042,0.083
221,0.849,0.370,0.637,0.916,0.392,0.569,0.849,0.370,0.637,0.041,0.079
33,0.337,0.871,0.587,0.363,0.925,0.511,0.337,0.871,0.587,0.041,0.074
457,0.873,0.329,0.586,0.941,0.349,0.510,0.873,0.329,0.586,0.041,0.069
20,0.284,0.371,0.959,0.307,0.394,0.941,0.284,0.371,0.959,0.041,0.064
197,0.366,0.278,0.962,0.395,0.295,0.944,0.366,0.278,0.962,0.041,0.063
535,0.288,0.413,0.955,0.311,0.438,0.937,0.288,0.413,0.955,0.040,0.065
522,0.378,0.863,0.597,0.408,0.916,0.523,0.378,0.863,0.597,0.040,0.079
351,0.226,0.789,0.882,0.243,0.838,0.852,0.226,0.789,0.882,0.040,0.066
69,0.870,0.058,0.619,0.938,0.062,0.548,0.870,0.058,0.619,0.040,0.046
394,0.294,0.851,0.652,0.317,0.903,0.587,0.294,0.851,0.652,0.040,0.068
82,0.801,0.431,0.805,0.863,0.458,0.763,0.801,0.431,0.805,0.040,0.098
189,0.091,0.820,0.776,0.098,0.870,0.730,0.091,0.820,0.776,0.039,0.051
109,0.858,0.330,0.622,0.925,0.350,0.552,0.858,0.330,0.622,0.039,0.069
477,0.371,0.808,0.779,0.400,0.858,0.733,0.371,0.808,0.779,0.039,0.086
50,0.309,0.277,0.978,0.333,0.294,0.962,0.309,0.277,0.978,0.039,0.059
222,0.851,0.375,0.632,0.917,0.398,0.563,0.851,0.375,0.632,0.039,0.075
1,0.798,0.158,0.856,0.861,0.167,0.822,0.798,0.158,0.856,0.039,0.056
205,0.802,0.424,0.800,0.864,0.450,0.757,0.802,0.424,0.800,0.039,0.093
