# {'f_': [4, 7], 'mu_': [13, 13], 'n': 1132, 'N': 4, 'M': 4, 'mu': [12, 12], 'x': [8, 11], 'f': [0, 3]}
20,0.808,0.112,0.865,0.690,0.826,0.112,0.888,0.473,0.808,0.112,0.865,0.690,0.135,0.174
488,0.292,0.907,0.797,0.535,0.299,0.914,0.818,0.292,0.292,0.907,0.797,0.535,0.135,0.217
382,0.784,0.144,0.005,0.936,0.802,0.145,0.005,0.761,0.784,0.144,0.005,0.936,0.134,0.168
624,0.327,0.875,0.698,0.618,0.334,0.882,0.716,0.388,0.327,0.875,0.698,0.618,0.133,0.243
111,0.914,0.936,0.667,0.376,0.934,0.943,0.684,0.105,0.914,0.936,0.667,0.376,0.133,0.159
635,0.313,0.897,0.767,0.551,0.320,0.904,0.787,0.310,0.313,0.897,0.767,0.551,0.133,0.224
799,0.021,0.782,0.649,0.866,0.022,0.788,0.666,0.680,0.021,0.782,0.649,0.866,0.133,0.173
413,0.827,0.205,0.687,0.738,0.845,0.207,0.704,0.530,0.827,0.205,0.687,0.738,0.133,0.208
401,0.039,0.776,0.681,0.860,0.040,0.782,0.698,0.672,0.039,0.776,0.681,0.860,0.130,0.175
473,0.842,0.321,0.819,0.601,0.860,0.324,0.841,0.369,0.842,0.321,0.819,0.601,0.130,0.242
946,0.843,0.317,0.820,0.599,0.861,0.320,0.842,0.366,0.843,0.317,0.820,0.599,0.129,0.239
761,0.091,0.023,0.591,0.971,0.092,0.023,0.607,0.802,0.091,0.023,0.591,0.971,0.129,0.166
669,0.426,0.083,0.774,0.824,0.435,0.083,0.794,0.630,0.426,0.083,0.774,0.824,0.129,0.181
398,0.926,0.847,0.137,0.516,0.947,0.853,0.140,0.269,0.926,0.847,0.137,0.516,0.128,0.159
445,0.061,0.820,0.833,0.662,0.063,0.826,0.854,0.440,0.061,0.820,0.833,0.662,0.128,0.162
297,0.792,0.066,0.114,0.919,0.809,0.067,0.116,0.741,0.792,0.066,0.114,0.919,0.127,0.172
415,0.384,0.077,0.758,0.834,0.392,0.077,0.777,0.642,0.384,0.077,0.758,0.834,0.127,0.182
46,0.323,0.863,0.015,0.740,0.330,0.870,0.016,0.532,0.323,0.863,0.015,0.740,0.127,0.149
683,0.827,0.058,0.873,0.645,0.845,0.058,0.896,0.420,0.827,0.058,0.873,0.645,0.127,0.152
86,0.079,0.787,0.815,0.749,0.081,0.793,0.836,0.542,0.079,0.787,0.815,0.749,0.127,0.168
725,0.266,0.887,0.839,0.532,0.272,0.894,0.861,0.288,0.266,0.887,0.839,0.532,0.127,0.203
610,0.202,0.858,0.834,0.580,0.207,0.865,0.856,0.345,0.202,0.858,0.834,0.580,0.126,0.192
709,0.788,0.845,0.723,0.589,0.805,0.852,0.741,0.354,0.788,0.845,0.723,0.589,0.126,0.252
574,0.118,0.838,0.100,0.813,0.120,0.844,0.103,0.617,0.118,0.838,0.100,0.813,0.125,0.169
472,0.282,0.007,0.585,0.964,0.288,0.007,0.600,0.793,0.282,0.007,0.585,0.964,0.125,0.159
988,0.264,0.801,0.056,0.890,0.270,0.807,0.058,0.707,0.264,0.801,0.056,0.890,0.124,0.166
965,0.931,0.081,0.838,0.550,0.952,0.082,0.860,0.309,0.931,0.081,0.838,0.550,0.124,0.142
1019,0.871,0.318,0.685,0.634,0.890,0.320,0.703,0.408,0.871,0.318,0.685,0.634,0.122,0.215
636,0.865,0.180,0.822,0.574,0.884,0.181,0.844,0.337,0.865,0.180,0.822,0.574,0.122,0.174
178,0.893,0.856,0.540,0.472,0.913,0.862,0.554,0.217,0.893,0.856,0.540,0.472,0.121,0.174
218,0.901,0.416,0.628,0.636,0.921,0.419,0.645,0.409,0.901,0.416,0.628,0.636,0.121,0.237
489,0.888,0.257,0.840,0.533,0.907,0.258,0.861,0.289,0.888,0.257,0.840,0.533,0.121,0.186
528,0.087,0.790,0.807,0.745,0.089,0.796,0.828,0.538,0.087,0.790,0.807,0.745,0.121,0.163
1127,0.943,0.038,0.693,0.657,0.963,0.038,0.711,0.435,0.943,0.038,0.693,0.657,0.120,0.130
29,0.281,0.883,0.009,0.721,0.287,0.890,0.009,0.509,0.281,0.883,0.009,0.721,0.120,0.136
782,0.025,0.814,0.319,0.875,0.025,0.821,0.327,0.689,0.025,0.814,0.319,0.875,0.120,0.150
388,0.822,0.806,0.735,0.589,0.839,0.812,0.754,0.355,0.822,0.806,0.735,0.589,0.119,0.245
105,0.870,0.363,0.738,0.589,0.889,0.365,0.757,0.355,0.870,0.363,0.738,0.589,0.118,0.221
569,0.033,0.930,0.162,0.739,0.033,0.937,0.166,0.531,0.033,0.930,0.162,0.739,0.117,0.130
695,0.048,0.880,0.589,0.697,0.049,0.887,0.605,0.482,0.048,0.880,0.589,0.697,0.117,0.140
758,0.855,0.168,0.900,0.598,0.874,0.169,0.923,0.365,0.855,0.168,0.900,0.598,0.117,0.156
552,0.322,0.078,0.807,0.815,0.329,0.079,0.828,0.619,0.322,0.078,0.807,0.815,0.117,0.156
768,0.312,0.913,0.016,0.705,0.319,0.920,0.016,0.490,0.312,0.913,0.016,0.705,0.117,0.129
306,0.806,0.379,0.043,0.857,0.824,0.382,0.044,0.668,0.806,0.379,0.043,0.857,0.116,0.149
499,0.306,0.910,0.691,0.606,0.313,0.917,0.709,0.375,0.306,0.910,0.691,0.606,0.116,0.192
59,0.824,0.272,0.675,0.745,0.842,0.274,0.692,0.538,0.824,0.272,0.675,0.745,0.116,0.204
81,0.431,0.789,0.013,0.898,0.441,0.795,0.014,0.717,0.431,0.789,0.013,0.898,0.116,0.148
730,0.825,0.408,0.671,0.726,0.843,0.411,0.689,0.516,0.825,0.408,0.671,0.726,0.115,0.267
101,0.421,0.420,0.002,0.954,0.430,0.423,0.002,0.782,0.421,0.420,0.002,0.954,0.115,0.147
962,0.814,0.873,0.272,0.609,0.832,0.880,0.279,0.379,0.814,0.873,0.272,0.609,0.114,0.190
604,0.967,0.837,0.062,0.641,0.989,0.843,0.064,0.416,0.967,0.837,0.062,0.641,0.114,0.123
582,0.036,0.426,0.864,0.790,0.036,0.429,0.887,0.590,0.036,0.426,0.864,0.790,0.113,0.133
318,0.828,0.881,0.928,0.404,0.846,0.887,0.952,0.138,0.828,0.881,0.928,0.404,0.113,0.139
150,0.808,0.822,0.111,0.719,0.825,0.828,0.114,0.507,0.808,0.822,0.111,0.719,0.112,0.157
1100,0.396,0.000,0.864,0.788,0.404,0.000,0.886,0.587,0.396,0.000,0.864,0.788,0.112,0.126
410,0.447,0.853,0.708,0.642,0.457,0.860,0.726,0.417,0.447,0.853,0.708,0.642,0.111,0.251
371,0.880,0.438,0.641,0.645,0.899,0.441,0.657,0.420,0.880,0.438,0.641,0.645,0.111,0.231
287,0.780,0.026,0.733,0.810,0.797,0.026,0.752,0.614,0.780,0.026,0.733,0.810,0.111,0.143
909,0.884,0.060,0.912,0.560,0.904,0.061,0.936,0.321,0.884,0.060,0.912,0.560,0.111,0.126
545,0.142,0.085,0.699,0.907,0.145,0.085,0.717,0.727,0.142,0.085,0.699,0.907,0.110,0.171
743,0.827,0.118,0.731,0.706,0.845,0.119,0.751,0.491,0.827,0.118,0.731,0.706,0.110,0.151
865,0.058,0.342,0.797,0.814,0.059,0.345,0.818,0.619,0.058,0.342,0.797,0.814,0.109,0.144
123,0.362,0.780,0.746,0.780,0.370,0.786,0.765,0.578,0.362,0.780,0.746,0.780,0.109,0.262
508,0.883,0.057,0.580,0.700,0.902,0.057,0.595,0.485,0.883,0.057,0.580,0.700,0.108,0.128
245,0.854,0.202,0.692,0.675,0.873,0.203,0.710,0.456,0.854,0.202,0.692,0.675,0.108,0.161
585,0.815,0.274,0.669,0.772,0.832,0.276,0.686,0.569,0.815,0.274,0.669,0.772,0.108,0.194
142,0.067,0.006,0.301,1.018,0.068,0.005,0.309,0.857,0.067,0.006,0.301,1.018,0.107,0.126
567,0.384,0.350,0.763,0.808,0.392,0.352,0.783,0.612,0.384,0.350,0.763,0.808,0.107,0.248
75,0.041,0.172,0.866,0.820,0.042,0.173,0.889,0.625,0.041,0.172,0.866,0.820,0.107,0.126
238,0.059,0.828,0.618,0.779,0.060,0.834,0.634,0.578,0.059,0.828,0.618,0.779,0.106,0.137
1097,0.222,0.023,0.829,0.819,0.227,0.023,0.851,0.625,0.222,0.023,0.829,0.819,0.106,0.128
213,0.818,0.869,0.642,0.530,0.835,0.876,0.659,0.286,0.818,0.869,0.642,0.530,0.106,0.179
43,0.121,0.193,0.690,0.914,0.123,0.195,0.708,0.735,0.121,0.193,0.690,0.914,0.105,0.172
550,0.887,0.414,0.566,0.676,0.906,0.417,0.581,0.456,0.887,0.414,0.566,0.676,0.105,0.215
1085,0.478,0.008,0.809,0.813,0.488,0.008,0.830,0.617,0.478,0.008,0.809,0.813,0.104,0.127
285,0.831,0.389,0.643,0.732,0.849,0.392,0.660,0.522,0.831,0.389,0.643,0.732,0.104,0.227
553,0.787,0.081,0.829,0.742,0.805,0.081,0.850,0.534,0.787,0.081,0.829,0.742,0.104,0.135
196,0.407,0.867,0.667,0.642,0.416,0.874,0.684,0.417,0.407,0.867,0.667,0.642,0.104,0.226
335,0.416,0.869,0.670,0.638,0.425,0.876,0.687,0.412,0.416,0.869,0.670,0.638,0.103,0.223
190,0.153,0.809,0.792,0.708,0.156,0.816,0.813,0.494,0.153,0.809,0.792,0.708,0.103,0.156
825,0.044,0.137,0.600,0.969,0.045,0.138,0.616,0.800,0.044,0.137,0.600,0.969,0.103,0.136
353,0.349,0.109,0.759,0.839,0.357,0.110,0.779,0.648,0.349,0.109,0.759,0.839,0.102,0.153
816,0.819,0.185,0.726,0.728,0.837,0.187,0.745,0.518,0.819,0.185,0.726,0.728,0.102,0.158
541,0.009,0.209,0.664,0.926,0.009,0.210,0.682,0.749,0.009,0.209,0.664,0.926,0.102,0.138
180,0.334,0.402,0.774,0.803,0.341,0.405,0.794,0.606,0.334,0.402,0.774,0.803,0.101,0.223
923,0.866,0.783,0.104,0.685,0.885,0.789,0.106,0.468,0.866,0.783,0.104,0.685,0.101,0.130
1057,0.923,0.793,0.871,0.444,0.943,0.799,0.893,0.185,0.923,0.793,0.871,0.444,0.101,0.133
603,0.025,0.923,0.254,0.736,0.026,0.930,0.260,0.526,0.025,0.923,0.254,0.736,0.100,0.111
870,0.920,0.317,0.677,0.619,0.940,0.319,0.695,0.390,0.920,0.317,0.677,0.619,0.100,0.162
404,0.446,0.035,0.751,0.840,0.456,0.035,0.770,0.649,0.446,0.035,0.751,0.840,0.100,0.136
491,0.144,0.916,0.710,0.612,0.147,0.923,0.728,0.381,0.144,0.916,0.710,0.612,0.100,0.129
960,0.047,0.106,0.746,0.869,0.048,0.106,0.765,0.683,0.047,0.106,0.746,0.869,0.100,0.139
979,0.013,0.025,0.632,0.944,0.013,0.025,0.648,0.771,0.013,0.025,0.632,0.944,0.100,0.132
493,0.050,0.845,0.849,0.601,0.051,0.852,0.871,0.369,0.050,0.845,0.849,0.601,0.100,0.122
