0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.000000e+00
1.428571e-03	1.428571e-03	1.428571e-03	1.428571e-03	1.428571e-03	9.914286e-01
2.857143e-03	2.857143e-03	2.857143e-03	2.857143e-03	2.857143e-03	9.828571e-01
4.285714e-03	4.285714e-03	4.285714e-03	4.285714e-03	4.285714e-03	9.742857e-01
5.714286e-03	5.714286e-03	5.714286e-03	5.714286e-03	5.714286e-03	9.657143e-01
7.142857e-03	7.142857e-03	7.142857e-03	7.142857e-03	7.142857e-03	9.571429e-01
8.571429e-03	8.571429e-03	8.571429e-03	8.571429e-03	8.571429e-03	9.485714e-01
1.000000e-02	1.000000e-02	1.000000e-02	1.000000e-02	1.000000e-02	9.400000e-01
1.142857e-02	1.142857e-02	1.142857e-02	1.142857e-02	1.142857e-02	9.314286e-01
1.285714e-02	1.285714e-02	1.285714e-02	1.285714e-02	1.285714e-02	9.228571e-01
1.428571e-02	1.428571e-02	1.428571e-02	1.428571e-02	1.428571e-02	9.142857e-01
1.571429e-02	1.571429e-02	1.571429e-02	1.571429e-02	1.571429e-02	9.057143e-01
1.714286e-02	1.714286e-02	1.714286e-02	1.714286e-02	1.714286e-02	8.971429e-01
1.857143e-02	1.857143e-02	1.857143e-02	1.857143e-02	1.857143e-02	8.885714e-01
2.000000e-02	2.000000e-02	2.000000e-02	2.000000e-02	2.000000e-02	8.800000e-01
2.142857e-02	2.142857e-02	2.142857e-02	2.142857e-02	2.142857e-02	8.714286e-01
2.285714e-02	2.285714e-02	2.285714e-02	2.285714e-02	2.285714e-02	8.628571e-01
2.428571e-02	2.428571e-02	2.428571e-02	2.428571e-02	2.428571e-02	8.542857e-01
2.571429e-02	2.571429e-02	2.571429e-02	2.571429e-02	2.571429e-02	8.457143e-01
2.714286e-02	2.714286e-02	2.714286e-02	2.714286e-02	2.714286e-02	8.371429e-01
2.857143e-02	2.857143e-02	2.857143e-02	2.857143e-02	2.857143e-02	8.285714e-01
3.000000e-02	3.000000e-02	3.000000e-02	3.000000e-02	3.000000e-02	8.200000e-01
3.142857e-02	3.142857e-02	3.142857e-02	3.142857e-02	3.142857e-02	8.114286e-01
3.285714e-02	3.285714e-02	3.285714e-02	3.285714e-02	3.285714e-02	8.028571e-01
3.428571e-02	3.428571e-02	3.428571e-02	3.428571e-02	3.428571e-02	7.942857e-01
3.571429e-02	3.571429e-02	3.571429e-02	3.571429e-02	3.571429e-02	7.857143e-01
3.714286e-02	3.714286e-02	3.714286e-02	3.714286e-02	3.714286e-02	7.771429e-01
3.857143e-02	3.857143e-02	3.857143e-02	3.857143e-02	3.857143e-02	7.685714e-01
4.000000e-02	4.000000e-02	4.000000e-02	4.000000e-02	4.000000e-02	7.600000e-01
4.142857e-02	4.142857e-02	4.142857e-02	4.142857e-02	4.142857e-02	7.514286e-01
4.285714e-02	4.285714e-02	4.285714e-02	4.285714e-02	4.285714e-02	7.428571e-01
4.428571e-02	4.428571e-02	4.428571e-02	4.428571e-02	4.428571e-02	7.342857e-01
4.571429e-02	4.571429e-02	4.571429e-02	4.571429e-02	4.571429e-02	7.257143e-01
4.714286e-02	4.714286e-02	4.714286e-02	4.714286e-02	4.714286e-02	7.171429e-01
4.857143e-02	4.857143e-02	4.857143e-02	4.857143e-02	4.857143e-02	7.085714e-01
5.000000e-02	5.000000e-02	5.000000e-02	5.000000e-02	5.000000e-02	7.000000e-01
5.142857e-02	5.142857e-02	5.142857e-02	5.142857e-02	5.142857e-02	6.914286e-01
5.285714e-02	5.285714e-02	5.285714e-02	5.285714e-02	5.285714e-02	6.828571e-01
5.428571e-02	5.428571e-02	5.428571e-02	5.428571e-02	5.428571e-02	6.742857e-01
5.571429e-02	5.571429e-02	5.571429e-02	5.571429e-02	5.571429e-02	6.657143e-01
5.714286e-02	5.714286e-02	5.714286e-02	5.714286e-02	5.714286e-02	6.571429e-01
5.857143e-02	5.857143e-02	5.857143e-02	5.857143e-02	5.857143e-02	6.485714e-01
6.000000e-02	6.000000e-02	6.000000e-02	6.000000e-02	6.000000e-02	6.400000e-01
6.142857e-02	6.142857e-02	6.142857e-02	6.142857e-02	6.142857e-02	6.314286e-01
6.285714e-02	6.285714e-02	6.285714e-02	6.285714e-02	6.285714e-02	6.228571e-01
6.428571e-02	6.428571e-02	6.428571e-02	6.428571e-02	6.428571e-02	6.142857e-01
