1.9615e+00	9.7484e-01	2.4632e+00	2.7096e+00	3.2064e-01	2.3087e-01	2.3501e+00	2.5083e+00
3.7741e+00	3.6294e+00	1.8905e+00	2.1525e+00	9.1291e-01	8.6229e-01	6.8142e-01	2.4125e+00
6.2590e-01	2.4928e-02	2.9673e+00	2.4598e-01	3.5077e+00	3.2807e+00	3.2245e+00	4.4377e-01
2.6483e+00	1.0590e+00	2.2276e+00	5.7635e-02	1.7237e+00	1.6029e+00	3.1385e+00	1.7317e+00
1.5601e+00	2.8164e+00	2.9113e+00	3.5223e-01	1.2897e+00	6.7072e-03	2.7255e+00	2.6996e+00
2.5839e+00	1.3225e+00	1.8106e+00	1.7978e+00	1.3976e+00	1.5482e+00	2.7593e+00	1.1198e+00
1.6900e+00	1.6773e+00	3.4157e-01	2.1225e+00	5.9770e-01	2.0695e+00	1.5537e+00	2.9261e+00
1.2513e+00	4.7600e-01	2.4658e+00	6.0193e-01	1.8596e+00	1.2920e+00	3.0790e+00	2.0911e+00
3.0219e-01	4.0800e+00	6.1873e-01	1.9068e+00	3.1681e+00	4.0653e-01	3.7866e+00	7.2901e-01
7.1827e-01	3.4523e+00	3.8730e+00	2.6357e-01	3.7488e-01	3.9528e+00	1.2093e+00	1.4507e+00
2.6645e+00	2.5966e+00	1.0980e+00	2.5245e+00	1.1394e+00	1.3642e+00	2.7152e+00	1.0878e+00
2.9672e+00	2.6723e-01	1.3084e+00	2.2058e+00	3.8337e+00	1.3728e+00	1.4216e+00	1.6528e+00
1.7209e+00	1.1156e+00	2.7814e+00	1.9343e+00	1.1748e+00	2.0621e+00	1.4231e+00	1.7997e+00
1.8068e+00	2.7986e+00	8.2480e-01	1.2203e+00	2.4930e+00	2.5217e+00	2.2345e+00	7.3850e-01
4.4569e-01	4.0755e-01	2.4886e+00	7.4134e-01	4.0596e+00	2.8935e+00	2.7122e-01	1.6556e+00
1.8058e+00	1.1525e+00	1.3940e+00	9.0755e-01	2.1737e+00	1.3277e+00	2.1519e+00	1.8715e+00
2.7053e+00	2.7028e+00	4.5623e-02	6.2495e-01	1.7765e+00	2.2690e+00	7.3205e-01	3.5313e+00
7.5872e-01	1.9338e+00	7.4764e-01	2.8771e+00	3.3439e+00	2.2003e+00	9.2390e-01	1.2414e+00
4.5574e-02	7.8907e-01	4.2771e+00	1.3385e+00	4.1592e+00	1.7983e+00	1.6043e+00	1.8016e+00
1.7544e+00	8.7263e-01	2.3978e+00	2.2797e+00	2.4154e+00	2.6886e-01	1.3356e+00	2.1980e+00
2.1326e+00	7.8272e-01	1.3030e+00	2.0904e+00	8.6349e-01	1.3084e+00	2.4793e+00	2.3413e+00
1.3991e+00	1.4725e+00	1.0896e+00	2.2911e+00	2.2212e+00	8.3079e-01	1.9913e+00	1.5318e+00
1.5475e+00	1.6916e+00	2.2997e+00	2.5893e+00	1.0241e+00	6.0465e-01	2.4755e+00	1.4190e+00
4.3424e-01	3.7374e+00	1.3893e+00	2.6556e-01	2.3634e+00	7.8676e-01	3.4059e+00	2.6431e+00
4.4998e-01	1.5708e+00	1.5083e+00	1.9568e+00	1.1865e+00	1.3255e+00	2.3620e+00	2.1263e+00
1.9568e+00	1.2971e+00	4.5519e-01	5.7098e-02	1.3292e+00	3.5187e+00	6.9387e-01	3.5608e+00
1.4757e+00	1.8054e+00	1.4216e+00	2.9910e-01	3.0211e+00	1.0077e+00	6.9911e-01	3.3057e+00
1.2456e+00	3.4600e+00	8.4155e-01	1.9202e+00	3.4254e+00	3.4394e-01	1.0905e+00	2.7507e+00
1.4544e+00	2.3216e+00	2.1669e+00	2.6464e+00	7.1809e-01	2.1008e+00	2.3152e+00	2.9928e-01
3.4169e+00	3.5081e-01	5.3937e-01	2.7596e+00	9.7800e-01	4.9016e-01	3.2987e+00	2.9793e+00
1.3226e+00	2.2828e+00	1.8331e+00	1.2763e+00	2.2945e+00	2.2545e+00	2.0196e+00	5.4221e-01
2.2497e-01	5.6883e-01	4.4183e+00	1.4893e-02	3.6579e+00	2.3578e+00	2.6386e+00	2.0578e-01
1.7070e-02	1.5415e+00	2.3761e+00	2.1591e+00	2.1411e+00	6.1767e-01	2.6739e+00	2.2481e+00
3.2589e+00	1.6892e+00	3.0663e+00	8.0873e-01	3.9357e+00	3.3960e-01	1.4031e+00	3.8336e-01
1.3016e-01	1.5120e+00	8.9453e-01	2.1903e+00	1.5535e+00	2.0484e+00	2.6273e+00	1.6702e+00
2.7673e+00	2.4369e+00	8.3213e-01	6.3523e-01	3.4733e-01	3.2721e+00	1.4499e+00	2.9135e+00
3.0000e+00	1.4043e+00	4.8005e-01	5.2391e-01	3.0721e-01	3.6743e+00	2.5781e+00	2.6165e+00
3.0589e+00	6.3842e-02	2.1696e+00	1.8654e+00	2.1934e+00	2.1954e+00	2.7343e+00	4.0273e-01
2.6683e+00	2.8341e+00	1.2597e+00	1.8919e+00	3.6048e-01	2.9034e+00	2.5170e+00	4.2199e-01
1.0890e+00	2.2853e+00	1.0862e+00	1.1933e+00	2.6137e+00	7.9558e-01	2.4802e+00	2.0845e+00
3.6160e+00	9.1855e-01	2.2682e+00	2.0393e-01	1.1490e+00	3.7574e-01	2.9023e+00	3.3629e+00
1.4223e+00	2.2134e+00	1.1430e+00	2.1485e+00	1.8317e+00	1.6663e+00	2.5683e+00	6.9007e-01
1.7800e+00	7.0594e-01	2.4088e+00	1.9891e+00	2.9622e+00	1.6607e-01	5.5112e-03	2.9344e+00
1.7763e+00	1.4344e+00	7.2926e-02	2.3105e+00	1.6797e+00	2.4555e+00	2.2062e-02	2.9591e+00
1.4538e+00	3.0039e+00	1.6477e+00	2.0697e+00	1.0629e+00	6.1065e-01	1.7178e+00	3.1039e+00
2.2593e+00	3.8624e+00	3.3332e+00	5.1291e-01	1.0036e+00	5.4907e-01	2.6341e+00	1.6678e+00
