1.3903e+00	1.8098e+00	2.5964e+00	1.4563e+00	5.6617e-01	1.5723e+00	1.9556e+00	2.3166e+00
2.2893e+00	1.8227e+00	2.2326e+00	1.6031e+00	2.5637e+00	1.7282e+00	1.3223e+00	9.4362e-01
1.7532e+00	2.1354e+00	2.5079e-01	1.4227e+00	1.8871e+00	1.6253e+00	2.3474e+00	2.1158e+00
8.1833e-01	1.2582e+00	2.0969e+00	1.1204e+00	2.6101e+00	1.1587e+00	1.5381e+00	2.0991e+00
1.7242e+00	1.7111e+00	1.7844e+00	1.8189e+00	1.8192e+00	8.8746e-01	1.7244e+00	1.9451e+00
1.8783e+00	1.0946e+00	1.7982e+00	1.7972e+00	1.7515e+00	1.7025e+00	2.1642e+00	1.0472e+00
1.1371e+00	1.4165e+00	1.4145e+00	2.0347e+00	1.7593e+00	7.2957e-01	1.9668e+00	1.8298e+00
2.1312e+00	2.0172e+00	1.6281e+00	2.3596e+00	6.2085e-01	2.1437e+00	1.6235e+00	1.7112e+00
2.0042e+00	8.7296e-01	1.3390e+00	2.3916e+00	2.0008e+00	2.0231e+00	1.6593e+00	1.2905e+00
1.9127e+00	1.4801e+00	1.5371e+00	1.8706e+00	1.7975e+00	7.4614e-01	1.7453e+00	2.1733e+00
2.1451e+00	1.1670e+00	1.9866e+00	1.8475e+00	2.0261e+00	2.1781e+00	5.0287e-01	1.8522e+00
2.2953e+00	1.7472e+00	1.1167e+00	1.5814e+00	1.0376e+00	2.2428e+00	2.3535e+00	1.5706e+00
2.1691e+00	1.7765e+00	1.8451e+00	1.8117e+00	1.8399e+00	1.0022e+00	2.4610e+00	1.1311e+00
2.2872e+00	1.2993e+00	2.4979e+00	2.0694e+00	1.0331e+00	1.2531e+00	1.4978e+00	2.3988e+00
1.1795e+00	1.7588e+00	1.7879e+00	2.4186e+00	2.0867e+00	1.4973e+00	1.2758e+00	1.4366e+00
2.6179e+00	2.2951e+00	2.6416e+00	1.1253e+00	1.4293e+00	1.7234e+00	1.0481e+00	2.2971e+00
2.0331e+00	2.2299e+00	2.0966e+00	1.8370e+00	1.6552e+00	3.1094e-01	2.3507e+00	1.7293e+00
2.3407e+00	2.1928e+00	1.3538e+00	2.2873e+00	1.5973e+00	2.0014e+00	1.7215e+00	1.2228e+00
8.6517e-01	1.3623e+00	1.6701e+00	2.1301e+00	1.9284e+00	1.2815e+00	1.5679e+00	1.6975e+00
9.9602e-01	1.6868e+00	1.4754e+00	1.4955e+00	1.5269e+00	2.2662e+00	1.9068e+00	1.2043e+00
1.4100e+00	1.2266e+00	1.0449e+00	1.5783e+00	1.2242e+00	2.2730e+00	2.1227e+00	1.1252e+00
1.2599e+00	2.2696e+00	2.7206e+00	1.7621e+00	1.8690e+00	9.7718e-01	1.3465e+00	2.2848e+00
8.3330e-01	5.7027e-01	1.4786e+00	1.4361e+00	1.4624e+00	1.1481e+00	1.4542e+00	2.3823e+00
2.3943e+00	2.7616e+00	1.7136e+00	1.0440e+00	2.0357e+00	2.4097e+00	1.3031e+00	1.5651e+00
7.7790e-01	1.7474e+00	1.2013e+00	1.3122e+00	1.8894e+00	7.7339e-01	1.9304e+00	2.5893e+00
1.4364e+00	9.8206e-01	1.4120e+00	1.1473e+00	9.8370e-01	1.8662e+00	1.3933e+00	2.4530e+00
2.3978e+00	1.4054e+00	2.0037e+00	1.6737e+00	2.1787e+00	1.2543e+00	2.2763e+00	1.0730e+00
1.4626e+00	1.5368e+00	7.8776e-01	1.6504e+00	1.6688e+00	1.4460e+00	1.8648e+00	2.0265e+00
1.4359e+00	9.9728e-01	8.5577e-01	1.5125e+00	1.9406e+00	1.1462e+00	2.4138e+00	1.5351e+00
1.4271e+00	1.0831e+00	1.9570e+00	1.7874e+00	2.0085e+00	9.6225e-01	1.6443e+00	1.8432e+00
1.8766e+00	1.5217e+00	1.1434e+00	1.5014e+00	1.9876e+00	2.1415e+00	1.8517e+00	1.1826e+00
6.2791e-01	9.6225e-01	1.1676e+00	1.5170e+00	1.4967e+00	1.8615e+00	1.2520e+00	1.8599e+00
2.0523e+00	9.3368e-01	1.4230e+00	2.4059e+00	1.2187e+00	2.0275e+00	1.9536e+00	1.5810e+00
2.1303e+00	2.6383e+00	1.3599e+00	1.7484e+00	2.3555e+00	1.9267e+00	5.2789e-01	2.0355e+00
1.4837e+00	9.3823e-01	1.8828e+00	1.4156e+00	2.2314e+00	1.5279e+00	2.0990e+00	1.0824e+00
1.4311e+00	1.2717e+00	3.8788e-01	1.2736e+00	1.6384e+00	1.6150e+00	2.0346e+00	2.1729e+00
1.9066e+00	2.1581e+00	6.9375e-01	1.8941e+00	1.3676e+00	2.1337e+00	1.9974e+00	1.8152e+00
1.8458e+00	1.2548e+00	1.3877e+00	2.2476e+00	2.3331e+00	1.9480e+00	1.4983e+00	7.8899e-01
1.0113e+00	5.6097e-01	1.8673e+00	1.6836e+00	1.6555e+00	1.8113e+00	8.0351e-01	2.4956e+00
1.9351e+00	1.8690e+00	1.0073e+00	2.6545e+00	1.4257e+00	1.9665e+00	1.8439e+00	1.3756e+00
7.8245e-01	2.3402e+00	1.5556e+00	2.2321e+00	8.6454e-01	2.1681e+00	2.0358e+00	1.9496e+00
1.8886e+00	7.9654e-01	1.1624e+00	5.5375e-01	1.8764e+00	2.0481e+00	1.7549e+00	2.5030e+00
1.2967e+00	2.0051e+00	1.5733e+00	2.1057e+00	1.1666e+00	1.9151e+00	1.1140e+00	2.2363e+00
2.1988e+00	1.8175e+00	1.6031e+00	4.5085e-01	2.5208e+00	1.7098e+00	2.1202e+00	1.6200e+00
1.4246e+00	2.2122e+00	7.0048e-01	1.8171e+00	7.1981e-01	1.7608e+00	2.4717e+00	2.3220e+00
2.6361e+00	2.0994e+00	1.1225e+00	2.0018e+00	2.4060e+00	1.5911e+00	1.9032e+00	1.1468e+00
1.7367e+00	2.4047e+00	2.2781e+00	9.3063e-01	2.2155e+00	2.0782e+00	1.3961e+00	1.5315e+00
1.8378e+00	1.4961e+00	1.2149e+00	8.8198e-01	1.9129e+00	1.6694e+00	2.2270e+00	1.7323e+00
1.0790e+00	2.1084e+00	1.5604e+00	2.9639e+00	1.9868e+00	1.8125e+00	1.0665e+00	1.5213e+00
1.6317e+00	1.3132e+00	2.2056e+00	1.0359e+00	2.1479e+00	2.0479e+00	1.9038e+00	9.9543e-01
1.7233e+00	1.5137e+00	1.6852e+00	1.8908e+00	1.5734e+00	1.6613e+00	1.6651e+00	1.5384e+00
1.7054e+00	2.1364e+00	1.8026e+00	2.0545e+00	1.5586e+00	1.5649e+00	9.5827e-01	2.1968e+00
2.1871e+00	2.4980e+00	1.4385e+00	1.5442e+00	2.5169e+00	1.2852e+00	1.1975e+00	2.0914e+00
1.6173e+00	1.8712e+00	1.3303e+00	1.1269e+00	1.9135e+00	2.3159e+00	2.0229e+00	1.0542e+00
1.5916e+00	1.8554e+00	2.0206e+00	7.9248e-01	2.2348e+00	6.9829e-01	1.7334e+00	2.4598e+00
1.8004e+00	2.3617e+00	1.1334e+00	1.7570e+00	1.7096e+00	2.4952e+00	1.6402e+00	1.3397e+00
1.6671e+00	4.7322e-01	2.2047e+00	1.9119e+00	2.3908e+00	1.4136e+00	1.0489e+00	2.4177e+00
2.4300e+00	2.1694e+00	1.3405e+00	2.3537e+00	1.1229e+00	1.9099e+00	2.3088e+00	1.0411e+00
1.9844e+00	1.1220e+00	2.2251e+00	1.0175e+00	1.3298e+00	2.6834e+00	1.5529e+00	1.7664e+00
1.5428e+00	1.4518e+00	1.4854e+00	1.7431e+00	6.5052e-01	2.3288e+00	1.1734e+00	2.2432e+00
2.2903e+00	1.6400e+00	2.1454e+00	2.1028e+00	1.8767e+00	2.7840e-01	1.5935e+00	2.1624e+00
2.4430e+00	1.4159e+00	9.7530e-01	2.1021e+00	9.9674e-01	2.0726e+00	1.9665e+00	2.0967e+00
1.5670e+00	7.5321e-01	2.0880e+00	1.5576e+00	2.2741e+00	1.6463e+00	2.1918e+00	9.8766e-01
2.1794e+00	7.7694e-01	1.6938e+00	2.1612e+00	2.4490e+00	1.0947e+00	1.5125e+00	1.9941e+00
1.3430e+00	2.3855e+00	1.0805e+00	1.9427e+00	2.1673e+00	2.1658e+00	1.6412e+00	1.3676e+00
1.6992e+00	2.1635e+00	1.4276e+00	1.5987e+00	2.3947e+00	5.6568e-01	1.1029e+00	2.6799e+00
2.2375e+00	1.5821e+00	4.8639e-01	1.3629e+00	1.5473e+00	1.7633e+00	1.9423e+00	2.5501e+00
2.4495e+00	2.1457e+00	2.1402e+00	1.9301e+00	1.8195e+00	1.2190e+00	1.7070e+00	1.5234e+00
2.0662e+00	1.7068e+00	9.8370e-01	1.8760e+00	1.0276e+00	1.3524e+00	2.5116e+00	2.0192e+00
1.8571e+00	9.0741e-01	1.0898e+00	1.7440e+00	1.8452e+00	1.8318e+00	2.3683e+00	1.1355e+00
2.3203e+00	8.8526e-01	1.7222e+00	1.4507e+00	6.8326e-01	2.0082e+00	2.1891e+00	2.3528e+00
2.0760e+00	1.9262e+00	2.0709e+00	1.5631e+00	1.3611e+00	2.1303e+00	1.5782e+00	1.5288e+00
1.9598e+00	1.1870e+00	1.9265e+00	5.4552e-01	1.4777e+00	1.4071e+00	2.4371e+00	2.1992e+00
1.5942e+00	1.1309e+00	1.9511e+00	8.5187e-01	2.1875e+00	1.9845e+00	2.0694e+00	1.1314e+00
9.6278e-01	9.9886e-01	1.4775e+00	1.7803e+00	5.8501e-01	1.5826e+00	2.0437e+00	1.9277e+00
1.0386e+00	9.9720e-01	1.6954e+00	1.4146e+00	2.1183e+00	1.7155e+00	8.3815e-01	1.9702e+00
1.6138e+00	1.9346e+00	1.0429e+00	2.1009e+00	1.8930e+00	2.0332e+00	7.4681e-01	2.0759e+00
2.1544e+00	1.6713e+00	2.1975e+00	6.6355e-01	2.0231e+00	1.4101e+00	1.3665e+00	2.4796e+00
